id,total,to_distribute,n_elements,std_div_mod,n_votants
1,9.0,9,1082,98.5862,4

2, 10.0, 10, 2721, 228.8361, 5
3, 10.0, 10, 1868, 159.3404, 5
4, 10.0, 10, 3271, 269.8575, 5
5, 10.0, 10, 1919, 162.1555, 5
6, 10.0, 10, 2775, 219.78, 5
7, 10.0, 10, 3002, 268.0786, 5
8, 10.0, 10, 2731, 249.8865, 5
9, 10.0, 10, 2976, 239.568, 5
10, 10.0, 10, 3027, 259.7166, 5
11, 10.0, 10, 3040, 240.16, 5
12, 10.0, 10, 3263, 264.9556, 5
13, 10.0, 10, 2226, 188.9874, 5
14, 10.0, 10, 3004, 256.5416, 5
15, 10.0, 10, 1716, 145.5168, 5
16, 10.0, 10, 2609, 198.284, 5
17, 10.0, 10, 2353, 178.5927, 5
18, 10.0, 10, 1990, 162.583, 5
19, 10.0, 10, 2372, 201.8572, 5
20, 10.0, 10, 1890, 174.447, 5
21, 10.0, 10, 1914, 158.862, 5
22, 10.0, 10, 2731, 235.4122, 5
23, 10.0, 10, 2298, 190.9638, 5
24, 10.0, 10, 2054, 168.8388, 5
25, 10.0, 10, 2082, 166.3518, 5
26, 10.0, 10, 1972, 158.5488, 5
27, 10.0, 10, 2518, 225.1092, 5
28, 10.0, 10, 1675, 137.35, 5
29, 10.0, 10, 2512, 225.8288, 5
30, 10.0, 10, 3141, 271.3824, 5
31, 10.0, 10, 2531, 207.2889, 5
32, 10.0, 10, 1839, 148.5912, 5
33, 10.0, 10, 1480, 135.42, 5
34, 10.0, 10, 2187, 175.3974, 5
35, 10.0, 10, 3188, 255.9964, 5
36, 10.0, 10, 3933, 316.9998, 5
37, 10.0, 10, 3126, 256.332, 5
38, 10.0, 10, 2062, 173.8266, 5
39, 10.0, 10, 2066, 172.3044, 5
40, 10.0, 10, 3332, 264.2276, 5
41, 10.0, 10, 2051, 171.6687, 5
42, 10.0, 10, 1935, 149.5755, 5
43, 10.0, 10, 2979, 236.8305, 5
44, 10.0, 10, 2733, 223.5594, 5
45, 10.0, 10, 2607, 210.3849, 5
46, 10.0, 10, 2571, 228.5619, 5
47, 10.0, 10, 2352, 206.7408, 5
48, 10.0, 10, 2367, 195.5142, 5
49, 10.0, 10, 2115, 182.1015, 5
50, 10.0, 10, 2386, 206.1504, 5
51, 10.0, 10, 2907, 247.3857, 5
52, 10.0, 10, 1901, 168.9989, 5
53, 10.0, 10, 2434, 203.9692, 5
54, 10.0, 10, 1333, 113.1717, 5
55, 10.0, 10, 1999, 174.3128, 5
56, 10.0, 10, 1495, 136.942, 5
57, 10.0, 10, 1447, 113.4448, 5
58, 10.0, 10, 3357, 270.5742, 5
59, 10.0, 10, 2366, 214.123, 5
60, 10.0, 10, 2481, 212.6217, 5
61, 10.0, 10, 3684, 300.9828, 5
62, 10.0, 10, 2654, 232.4904, 5
63, 10.0, 10, 1366, 112.9682, 5
64, 10.0, 10, 1894, 163.831, 5
65, 10.0, 10, 2575, 231.75, 5
66, 10.0, 10, 2660, 214.662, 5
67, 10.0, 10, 1655, 135.2135, 5
68, 10.0, 10, 1600, 142.88, 5
69, 10.0, 10, 2704, 221.1872, 5
70, 10.0, 10, 2356, 201.2024, 5
71, 10.0, 10, 1969, 174.2565, 5
72, 10.0, 10, 2319, 208.2462, 5
73, 10.0, 10, 1828, 170.004, 5
74, 10.0, 10, 3587, 285.1665, 5
75, 10.0, 10, 2786, 240.4318, 5
76, 10.0, 10, 3004, 253.838, 5
77, 10.0, 10, 2781, 231.1011, 5
78, 10.0, 10, 2900, 226.78, 5
79, 10.0, 10, 2259, 178.9128, 5
80, 10.0, 10, 2902, 232.7404, 5
81, 10.0, 10, 1731, 150.4239, 5
82, 10.0, 10, 2329, 210.7745, 5
83, 10.0, 10, 1653, 149.5965, 5
84, 10.0, 10, 4018, 328.2706, 5
85, 10.0, 10, 2409, 195.3699, 5
86, 10.0, 10, 2190, 196.005, 5
87, 10.0, 10, 3302, 267.1318, 5
88, 10.0, 10, 1647, 139.5009, 5
89, 10.0, 10, 2069, 173.3822, 5
90, 10.0, 10, 2162, 184.851, 5
91, 10.0, 10, 2258, 171.8338, 5
92, 10.0, 10, 3836, 327.978, 5
93, 10.0, 10, 2261, 204.8466, 5
94, 10.0, 10, 1488, 124.992, 5
95, 10.0, 10, 2061, 179.307, 5
96, 10.0, 10, 2961, 253.7577, 5
97, 10.0, 10, 3739, 308.8414, 5
98, 10.0, 10, 3251, 291.9398, 5
99, 10.0, 10, 2336, 210.9408, 5
100, 10.0, 10, 1894, 150.1942, 5
101, 10.0, 10, 3413, 291.1289, 5
102, 5.0, 5, 2277, 420.7896, 5
103, 5.0, 5, 3497, 575.6062, 5
104, 5.0, 5, 2450, 321.93, 5
105, 5.0, 5, 2210, 303.654, 5
106, 5.0, 5, 1999, 309.845, 5
107, 5.0, 5, 1799, 289.9988, 5
108, 5.0, 5, 2567, 310.607, 5
109, 5.0, 5, 2576, 345.184, 5
110, 5.0, 5, 2510, 396.58, 5
111, 5.0, 5, 2779, 419.0732, 5
112, 5.0, 5, 2092, 269.0312, 5
113, 5.0, 5, 2839, 360.553, 5
114, 5.0, 5, 1634, 201.3088, 5
115, 5.0, 5, 2902, 438.7824, 5
116, 5.0, 5, 4458, 762.318, 5
117, 5.0, 5, 2993, 426.8018, 5
118, 5.0, 5, 2101, 317.6712, 5
119, 5.0, 5, 1357, 188.8944, 5
120, 5.0, 5, 2765, 434.105, 5
121, 5.0, 5, 2871, 467.973, 5
122, 5.0, 5, 2614, 356.5496, 5
123, 5.0, 5, 1307, 192.129, 5
124, 5.0, 5, 1869, 271.005, 5
125, 5.0, 5, 2493, 380.9304, 5
126, 5.0, 5, 1654, 216.0124, 5
127, 5.0, 5, 2071, 284.9696, 5
128, 5.0, 5, 3266, 496.432, 5
129, 5.0, 5, 1707, 239.6628, 5
130, 5.0, 5, 2533, 370.8312, 5
131, 5.0, 5, 2668, 441.8208, 5
132, 5.0, 5, 2630, 397.656, 5
133, 5.0, 5, 2782, 405.0592, 5
134, 5.0, 5, 1824, 308.256, 5
135, 5.0, 5, 2687, 396.0638, 5
136, 5.0, 5, 3149, 478.0182, 5
137, 5.0, 5, 2450, 316.54, 5
138, 5.0, 5, 2817, 404.5212, 5
139, 5.0, 5, 2167, 329.384, 5
140, 5.0, 5, 2578, 425.8856, 5
141, 5.0, 5, 1243, 171.7826, 5
142, 5.0, 5, 2449, 289.9616, 5
143, 5.0, 5, 3532, 490.2416, 5
144, 5.0, 5, 1671, 227.9244, 5
145, 5.0, 5, 2276, 310.9016, 5
146, 5.0, 5, 2216, 289.8528, 5
147, 5.0, 5, 1394, 205.7544, 5
148, 5.0, 5, 2805, 381.48, 5
149, 5.0, 5, 3379, 469.0052, 5
150, 5.0, 5, 2271, 291.1422, 5
151, 5.0, 5, 3097, 414.998, 5
152, 5.0, 5, 2563, 406.4918, 5
153, 5.0, 5, 2712, 366.6624, 5
154, 5.0, 5, 2854, 380.7236, 5
155, 5.0, 5, 2297, 303.204, 5
156, 5.0, 5, 3098, 418.8496, 5
157, 5.0, 5, 2357, 381.834, 5
158, 5.0, 5, 1795, 262.788, 5
159, 5.0, 5, 1492, 223.2032, 5
160, 5.0, 5, 2009, 273.224, 5
161, 5.0, 5, 2711, 395.2638, 5
162, 5.0, 5, 2527, 351.7584, 5
163, 5.0, 5, 3688, 561.3136, 5
164, 5.0, 5, 2862, 427.5828, 5
165, 5.0, 5, 2374, 342.8056, 5
166, 5.0, 5, 1400, 230.44, 5
167, 5.0, 5, 2923, 466.5108, 5
168, 5.0, 5, 3101, 448.4046, 5
169, 5.0, 5, 2124, 334.7424, 5
170, 5.0, 5, 4353, 720.8568, 5
171, 5.0, 5, 1914, 293.2248, 5
172, 5.0, 5, 1833, 297.3126, 5
173, 5.0, 5, 2046, 320.8128, 5
174, 5.0, 5, 2217, 321.465, 5
175, 5.0, 5, 1832, 279.1968, 5
176, 5.0, 5, 2745, 445.788, 5
177, 5.0, 5, 2055, 290.577, 5
178, 5.0, 5, 2992, 466.1536, 5
179, 5.0, 5, 3230, 468.35, 5
180, 5.0, 5, 3042, 489.762, 5
181, 5.0, 5, 2044, 289.8392, 5
182, 5.0, 5, 1487, 266.7678, 5
183, 5.0, 5, 2761, 482.0706, 5
184, 5.0, 5, 1815, 248.655, 5
185, 5.0, 5, 2881, 378.5634, 5
186, 5.0, 5, 2701, 454.8484, 5
187, 5.0, 5, 2106, 326.8512, 5
188, 5.0, 5, 2259, 341.5608, 5
189, 5.0, 5, 2691, 339.066, 5
190, 5.0, 5, 1738, 252.7052, 5
191, 5.0, 5, 2665, 425.334, 5
192, 5.0, 5, 3014, 482.8428, 5
193, 5.0, 5, 1943, 276.2946, 5
194, 5.0, 5, 3096, 442.728, 5
195, 5.0, 5, 3256, 497.5168, 5
196, 5.0, 5, 3682, 485.2876, 5
197, 5.0, 5, 1927, 248.9684, 5
198, 5.0, 5, 1659, 255.8178, 5
199, 5.0, 5, 1989, 305.9082, 5
200, 5.0, 5, 2470, 402.61, 5
201, 5.0, 5, 2097, 353.9736, 5
202, 15.0, 15, 1433, 91.1403, 5
203, 15.0, 15, 2246, 144.4938, 5
204, 15.0, 15, 1648, 98.1074, 5
205, 15.0, 15, 2187, 125.388, 5
206, 15.0, 15, 2583, 151.8804, 5
207, 15.0, 15, 2908, 175.2523, 5
208, 15.0, 15, 1847, 111.685, 5
209, 15.0, 15, 2152, 132.7042, 5
210, 15.0, 15, 3445, 195.6711, 5
211, 15.0, 15, 3614, 218.5296, 5
212, 15.0, 15, 1651, 96.3042, 5
213, 15.0, 15, 2692, 160.6192, 5
214, 15.0, 15, 3905, 231.9606, 5
215, 15.0, 15, 3256, 194.9225, 5
216, 15.0, 15, 2057, 120.5442, 5
217, 15.0, 15, 2884, 167.2677, 5
218, 15.0, 15, 2374, 139.7456, 5
219, 15.0, 15, 2614, 152.1306, 5
220, 15.0, 15, 3165, 182.937, 5
221, 15.0, 15, 1852, 107.4117, 5
222, 15.0, 15, 2128, 122.4264, 5
223, 15.0, 15, 2500, 139.4946, 5
224, 15.0, 15, 1893, 110.5512, 5
225, 15.0, 15, 1723, 104.2959, 5
226, 15.0, 15, 2571, 157.1738, 5
227, 15.0, 15, 2487, 142.2564, 5
228, 15.0, 15, 2927, 183.8175, 5
229, 15.0, 15, 2957, 174.6639, 5
230, 15.0, 15, 2689, 155.7784, 5
231, 15.0, 15, 2960, 168.7248, 5
232, 15.0, 15, 2483, 148.6523, 5
233, 15.0, 15, 1004, 59.1729, 5
234, 15.0, 15, 2251, 130.7038, 5
235, 15.0, 15, 1963, 109.7918, 5
236, 15.0, 15, 2707, 160.9727, 5
237, 15.0, 15, 1401, 85.928, 5
238, 15.0, 15, 3136, 191.9205, 5
239, 15.0, 15, 3107, 199.8848, 5
240, 15.0, 15, 2269, 133.8672, 5
241, 15.0, 15, 3076, 177.3782, 5
242, 15.0, 15, 3664, 212.9963, 5
243, 15.0, 15, 2762, 166.8279, 5
244, 15.0, 15, 3237, 198.1044, 5
245, 15.0, 15, 2636, 168.0025, 5
246, 15.0, 15, 2672, 152.4869, 5
247, 15.0, 15, 2502, 152.1216, 5
248, 15.0, 15, 2820, 169.576, 5
249, 15.0, 15, 3622, 220.4562, 5
250, 15.0, 15, 2211, 130.8912, 5
251, 15.0, 15, 2190, 124.246, 5
252, 15.0, 15, 2106, 128.466, 5
253, 15.0, 15, 2958, 172.7472, 5
254, 15.0, 15, 2972, 171.9841, 5
255, 15.0, 15, 3085, 185.5081, 5
256, 15.0, 15, 2189, 129.3007, 5
257, 15.0, 15, 2326, 144.0546, 5
258, 15.0, 15, 2755, 170.4403, 5
259, 15.0, 15, 2845, 166.3336, 5
260, 15.0, 15, 1682, 105.7436, 5
261, 15.0, 15, 2048, 120.4263, 5
262, 15.0, 15, 2525, 148.3056, 5
263, 15.0, 15, 1891, 110.1781, 5
264, 15.0, 15, 2210, 130.983, 5
265, 15.0, 15, 3487, 203.1717, 5
266, 15.0, 15, 3295, 193.9618, 5
267, 15.0, 15, 2818, 173.9621, 5
268, 15.0, 15, 2716, 161.5079, 5
269, 15.0, 15, 3215, 198.9037, 5
270, 15.0, 15, 1595, 92.1954, 5
271, 15.0, 15, 1436, 85.1106, 5
272, 15.0, 15, 2380, 135.8139, 5
273, 15.0, 15, 2442, 140.4964, 5
274, 15.0, 15, 2143, 123.1465, 5
275, 15.0, 15, 829, 48.7413, 5
276, 15.0, 15, 2278, 132.4235, 5
277, 15.0, 15, 2770, 167.3049, 5
278, 15.0, 15, 2778, 160.198, 5
279, 15.0, 15, 1872, 107.8272, 5
280, 15.0, 15, 2864, 173.5614, 5
281, 15.0, 15, 2404, 143.9161, 5
282, 15.0, 15, 2395, 145.7728, 5
283, 15.0, 15, 3231, 191.9214, 5
284, 15.0, 15, 3809, 219.4029, 5
285, 15.0, 15, 2744, 162.6314, 5
286, 15.0, 15, 1518, 91.6872, 5
287, 15.0, 15, 3808, 228.2228, 5
288, 15.0, 15, 3322, 189.7922, 5
289, 15.0, 15, 1222, 74.9467, 5
290, 15.0, 15, 3202, 179.0932, 5
291, 15.0, 15, 3417, 190.8964, 5
292, 15.0, 15, 3574, 204.9047, 5
293, 15.0, 15, 2087, 125.9188, 5
294, 15.0, 15, 2478, 140.5852, 5
295, 15.0, 15, 2083, 116.7816, 5
296, 15.0, 15, 2236, 135.0513, 5
297, 15.0, 15, 3066, 174.9664, 5
298, 15.0, 15, 1721, 103.4927, 5
299, 15.0, 15, 2651, 150.7584, 5
300, 15.0, 15, 3075, 183.065, 5
301, 15.0, 15, 3300, 196.46, 5
302, 10.0, 10, 1161, 100.0782, 3
303, 10.0, 10, 980, 89.768, 3
304, 10.0, 10, 1400, 129.78, 3
305, 10.0, 10, 1350, 121.77, 3
306, 10.0, 10, 2252, 203.3556, 3
307, 10.0, 10, 1458, 129.4704, 3
308, 10.0, 10, 2018, 189.8938, 3
309, 10.0, 10, 1323, 116.6886, 3
310, 10.0, 10, 1233, 105.9147, 3
311, 10.0, 10, 1227, 107.976, 3
312, 10.0, 10, 2555, 232.2495, 3
313, 10.0, 10, 1103, 95.961, 3
314, 10.0, 10, 1897, 187.9927, 3
315, 10.0, 10, 1102, 104.5798, 3
316, 10.0, 10, 1324, 110.9512, 3
317, 10.0, 10, 1658, 144.9092, 3
318, 10.0, 10, 1239, 109.7754, 3
319, 10.0, 10, 1458, 124.8048, 3
320, 10.0, 10, 1620, 147.096, 3
321, 10.0, 10, 843, 75.9543, 3
322, 10.0, 10, 2093, 195.2769, 3
323, 10.0, 10, 1261, 112.4812, 3
324, 10.0, 10, 1920, 178.944, 3
325, 10.0, 10, 1040, 92.768, 3
326, 10.0, 10, 2394, 207.7992, 3
327, 10.0, 10, 1223, 108.4801, 3
328, 10.0, 10, 1773, 156.7332, 3
329, 10.0, 10, 2427, 222.3132, 3
330, 10.0, 10, 2118, 186.5958, 3
331, 10.0, 10, 796, 73.9484, 3
332, 10.0, 10, 2454, 226.995, 3
333, 10.0, 10, 1672, 141.9528, 3
334, 10.0, 10, 2181, 191.0556, 3
335, 10.0, 10, 2392, 229.632, 3
336, 10.0, 10, 1525, 134.9625, 3
337, 10.0, 10, 1102, 102.1554, 3
338, 10.0, 10, 1138, 101.3958, 3
339, 10.0, 10, 1961, 178.6471, 3
340, 10.0, 10, 1016, 93.1672, 3
341, 10.0, 10, 1064, 91.9296, 3
342, 10.0, 10, 1398, 131.5518, 3
343, 10.0, 10, 1714, 160.259, 3
344, 10.0, 10, 1500, 136.95, 3
345, 10.0, 10, 483, 42.0693, 3
346, 10.0, 10, 1697, 148.6572, 3
347, 10.0, 10, 1982, 172.434, 3
348, 10.0, 10, 1227, 116.565, 3
349, 10.0, 10, 1164, 103.8288, 3
350, 10.0, 10, 2634, 236.7966, 3
351, 10.0, 10, 1537, 133.8727, 3
352, 10.0, 10, 1707, 156.1905, 3
353, 10.0, 10, 2007, 194.4783, 3
354, 10.0, 10, 1598, 136.9486, 3
355, 10.0, 10, 2320, 215.992, 3
356, 10.0, 10, 1392, 129.5952, 3
357, 10.0, 10, 1277, 112.8868, 3
358, 10.0, 10, 1458, 140.9886, 3
359, 10.0, 10, 1526, 139.9342, 3
360, 10.0, 10, 1431, 131.5089, 3
361, 10.0, 10, 2282, 213.8234, 3
362, 10.0, 10, 1428, 124.6644, 3
363, 10.0, 10, 1120, 100.464, 3
364, 10.0, 10, 2209, 199.6936, 3
365, 10.0, 10, 1603, 139.9419, 3
366, 10.0, 10, 2636, 246.7296, 3
367, 10.0, 10, 1314, 118.7856, 3
368, 10.0, 10, 1298, 108.9022, 3
369, 10.0, 10, 1511, 136.5944, 3
370, 10.0, 10, 1318, 117.302, 3
371, 10.0, 10, 1436, 127.3732, 3
372, 10.0, 10, 1021, 87.9081, 3
373, 10.0, 10, 2428, 222.8904, 3
374, 10.0, 10, 1274, 119.756, 3
375, 10.0, 10, 1386, 128.4822, 3
376, 10.0, 10, 1922, 167.9828, 3
377, 10.0, 10, 2210, 197.353, 3
378, 10.0, 10, 1994, 184.6444, 3
379, 10.0, 10, 1711, 165.2826, 3
380, 10.0, 10, 1531, 135.33295, 3
381, 10.0, 10, 2346, 215.1282, 3
382, 10.0, 10, 2605, 226.635, 3
383, 10.0, 10, 946, 81.9236, 3
384, 10.0, 10, 2457, 238.0833, 3
385, 10.0, 10, 1487, 137.3988, 3
386, 10.0, 10, 821, 73.9721, 3
387, 10.0, 10, 1745, 150.419, 3
388, 10.0, 10, 1115, 100.4615, 3
389, 10.0, 10, 1377, 121.4514, 3
390, 10.0, 10, 2061, 186.9327, 3
391, 10.0, 10, 1268, 117.4168, 3
392, 10.0, 10, 1753, 171.4434, 3
393, 10.0, 10, 2227, 209.1153, 3
394, 10.0, 10, 1315, 127.9495, 3
395, 10.0, 10, 1936, 184.888, 3
396, 10.0, 10, 2130, 180.837, 3
397, 10.0, 10, 841, 78.1289, 3
398, 10.0, 10, 687, 63.2727, 3
399, 10.0, 10, 1762, 157.699, 3
400, 10.0, 10, 1710, 158.004, 3
401, 10.0, 10, 1354, 121.4538, 3
402, 5.0, 5, 786, 123.402, 3
403, 5.0, 5, 1030, 169.95, 3
404, 5.0, 5, 316, 56.4376, 3
405, 5.0, 5, 1208, 204.152, 3
406, 5.0, 5, 2256, 357.8016, 3
407, 5.0, 5, 2132, 325.7696, 3
408, 5.0, 5, 1117, 177.603, 3
409, 5.0, 5, 2157, 393.4368, 3
410, 5.0, 5, 1389, 233.0742, 3
411, 5.0, 5, 400, 68.0, 3
412, 5.0, 5, 300, 48.0, 3
413, 5.0, 5, 2088, 333.2448, 3
414, 5.0, 5, 1269, 206.3394, 3
415, 5.0, 5, 1143, 180.3654, 3
416, 5.0, 5, 1009, 172.9426, 3
417, 5.0, 5, 849, 142.9716, 3
418, 5.0, 5, 1108, 182.5984, 3
419, 5.0, 5, 2247, 373.9008, 3
420, 5.0, 5, 2244, 440.7216, 3
421, 5.0, 5, 1978, 327.9524, 3
422, 5.0, 5, 1512, 246.1536, 3
423, 5.0, 5, 1525, 246.745, 3
424, 5.0, 5, 1356, 246.5208, 3
425, 5.0, 5, 2330, 430.584, 3
426, 5.0, 5, 827, 138.4398, 3
427, 5.0, 5, 2330, 342.976, 3
428, 5.0, 5, 1658, 260.306, 3
429, 5.0, 5, 1259, 220.5768, 3
430, 5.0, 5, 1208, 180.9584, 3
431, 5.0, 5, 1022, 164.9508, 3
432, 5.0, 5, 2202, 367.734, 3
433, 5.0, 5, 845, 135.538, 3
434, 5.0, 5, 1853, 302.4096, 3
435, 5.0, 5, 1566, 269.9784, 3
436, 5.0, 5, 1581, 276.0426, 3
437, 5.0, 5, 1164, 220.2288, 3
438, 5.0, 5, 2675, 429.07, 3
439, 5.0, 5, 887, 150.4352, 3
440, 5.0, 5, 1239, 227.976, 3
441, 5.0, 5, 1200, 218.4, 3
442, 5.0, 5, 1893, 306.666, 3
443, 5.0, 5, 1343, 236.6366, 3
444, 5.0, 5, 1172, 194.7864, 3
445, 5.0, 5, 844, 147.8688, 3
446, 5.0, 5, 1787, 319.1582, 3
447, 5.0, 5, 1889, 319.241, 3
448, 5.0, 5, 1790, 310.386, 3
449, 5.0, 5, 1903, 314.3756, 3
450, 5.0, 5, 1131, 214.6638, 3
451, 5.0, 5, 2427, 475.692, 3
452, 5.0, 5, 1109, 187.8646, 3
453, 5.0, 5, 568, 97.9232, 3
454, 5.0, 5, 1137, 193.29, 3
455, 5.0, 5, 449, 68.3378, 3
456, 5.0, 5, 635, 106.934, 3
457, 5.0, 5, 1075, 179.955, 3
458, 5.0, 5, 1919, 309.3428, 3
459, 5.0, 5, 1009, 195.9478, 3
460, 5.0, 5, 1872, 294.6528, 3
461, 5.0, 5, 2102, 331.6956, 3
462, 5.0, 5, 2031, 305.8686, 3
463, 5.0, 5, 2047, 354.9498, 3
464, 5.0, 5, 485, 88.949, 3
465, 5.0, 5, 1812, 334.8576, 3
466, 5.0, 5, 2074, 343.8692, 3
467, 5.0, 5, 1585, 243.773, 3
468, 5.0, 5, 1438, 222.89, 3
469, 5.0, 5, 1545, 281.499, 3
470, 5.0, 5, 1855, 296.429, 3
471, 5.0, 5, 1311, 253.5474, 3
472, 5.0, 5, 1012, 178.9216, 3
473, 5.0, 5, 1577, 311.9306, 3
474, 5.0, 5, 1341, 214.2918, 3
475, 5.0, 5, 1286, 207.046, 3
476, 5.0, 5, 628, 114.924, 3
477, 5.0, 5, 2131, 325.6168, 3
478, 5.0, 5, 624, 101.712, 3
479, 5.0, 5, 1448, 243.8432, 3
480, 5.0, 5, 1151, 195.9002, 3
481, 5.0, 5, 1048, 161.1824, 3
482, 5.0, 5, 1902, 343.5012, 3
483, 5.0, 5, 1960, 322.616, 3
484, 5.0, 5, 1185, 202.872, 3
485, 5.0, 5, 1398, 253.8768, 3
486, 5.0, 5, 2550, 425.85, 3
487, 5.0, 5, 1479, 261.1914, 3
488, 5.0, 5, 1715, 250.047, 3
489, 5.0, 5, 977, 177.4232, 3
490, 5.0, 5, 696, 121.6608, 3
491, 5.0, 5, 1966, 317.7056, 3
492, 5.0, 5, 790, 140.936, 3
493, 5.0, 5, 1777, 323.7694, 3
494, 5.0, 5, 1650, 247.83, 3
495, 5.0, 5, 1030, 169.95, 3
496, 5.0, 5, 441, 76.4694, 3
497, 5.0, 5, 2721, 461.4816, 3
498, 5.0, 5, 2093, 315.6244, 3
499, 5.0, 5, 1738, 327.4392, 3
500, 5.0, 5, 1500, 278.1, 3
501, 5.0, 5, 655, 100.477, 3
502, 15.0, 15, 1847, 112.916, 3
503, 15.0, 15, 1222, 74.9467, 3
504, 15.0, 15, 578, 36.9933, 3
505, 15.0, 15, 1571, 98.4513, 3
506, 15.0, 15, 1992, 122.3088, 3
507, 15.0, 15, 1195, 75.8411, 3
508, 15.0, 15, 2110, 128.2851, 3
509, 15.0, 15, 1141, 72.7944, 3
510, 15.0, 15, 739, 47.5412, 3
511, 15.0, 15, 1657, 100.5217, 3
512, 15.0, 15, 2330, 152.3826, 3
513, 15.0, 15, 660, 41.36, 3
514, 15.0, 15, 1787, 110.3199, 3
515, 15.0, 15, 2333, 149.3133, 3
516, 15.0, 15, 1278, 79.5768, 3
517, 15.0, 15, 2422, 158.7212, 3
518, 15.0, 15, 1416, 88.8304, 3
519, 15.0, 15, 1510, 94.9268, 3
520, 15.0, 15, 1525, 94.0392, 3
521, 15.0, 15, 1418, 88.9578, 3
522, 15.0, 15, 1383, 87.4978, 3
523, 15.0, 15, 999, 65.3346, 3
524, 15.0, 15, 2254, 134.9361, 3
525, 15.0, 15, 1161, 71.2854, 3
526, 15.0, 15, 1878, 122.4456, 3
527, 15.0, 15, 1364, 84.4794, 3
528, 15.0, 15, 1647, 97.8318, 3
529, 15.0, 15, 2634, 173.3172, 3
530, 15.0, 15, 1841, 114.1443, 3
531, 15.0, 15, 1583, 99.2033, 3
532, 15.0, 15, 1526, 94.8177, 3
533, 15.0, 15, 1748, 105.9318, 3
534, 15.0, 15, 1661, 103.095, 3
535, 15.0, 15, 1951, 119.1383, 3
536, 15.0, 15, 1698, 110.7096, 3
537, 15.0, 15, 2104, 132.2696, 3
538, 15.0, 15, 1790, 114.2034, 3
539, 15.0, 15, 925, 59.0753, 3
540, 15.0, 15, 2145, 132.99, 3
541, 15.0, 15, 600, 36.84, 3
542, 15.0, 15, 1615, 101.4201, 3
543, 15.0, 15, 1411, 85.9741, 3
544, 15.0, 15, 1606, 99.4626, 3
545, 15.0, 15, 1586, 96.8545, 3
546, 15.0, 15, 1781, 114.4601, 3
547, 15.0, 15, 911, 56.1201, 3
548, 15.0, 15, 2201, 140.8653, 3
549, 15.0, 15, 1663, 102.6601, 3
550, 15.0, 15, 1569, 99.4746, 3
551, 15.0, 15, 1430, 92.0931, 3
552, 15.0, 15, 1727, 114.5578, 3
553, 15.0, 15, 990, 63.228, 3
554, 15.0, 15, 2040, 123.488, 3
555, 15.0, 15, 262, 15.9967, 3
556, 15.0, 15, 1525, 100.2429, 3
557, 15.0, 15, 2306, 147.739, 3
558, 15.0, 15, 2034, 122.8536, 3
559, 15.0, 15, 1541, 100.6793, 3
560, 15.0, 15, 1056, 67.3728, 3
561, 15.0, 15, 2366, 146.6943, 3
562, 15.0, 15, 1888, 121.4602, 3
563, 15.0, 15, 1193, 75.9558, 3
564, 15.0, 15, 1589, 103.6035, 3
565, 15.0, 15, 1035, 66.723, 3
566, 15.0, 15, 1821, 115.937, 3
567, 15.0, 15, 1582, 99.9807, 3
568, 15.0, 15, 1598, 95.2443, 3
569, 15.0, 15, 1286, 80.2485, 3
570, 15.0, 15, 1387, 86.1767, 3
571, 15.0, 15, 700, 44.2383, 3
572, 15.0, 15, 1774, 113.4164, 3
573, 15.0, 15, 1600, 96.1034, 3
574, 15.0, 15, 699, 42.9652, 3
575, 15.0, 15, 1399, 88.5084, 3
576, 15.0, 15, 1097, 67.4315, 3
577, 15.0, 15, 1014, 64.558, 3
578, 15.0, 15, 1864, 118.176, 3
579, 15.0, 15, 869, 53.2434, 3
580, 15.0, 15, 1533, 94.1262, 3
581, 15.0, 15, 2029, 124.9839, 3
582, 15.0, 15, 1207, 77.6492, 3
583, 15.0, 15, 1286, 81.7054, 3
584, 15.0, 15, 1177, 73.9922, 3
585, 15.0, 15, 996, 60.756, 3
586, 15.0, 15, 983, 61.3413, 3
587, 15.0, 15, 2377, 143.5677, 3
588, 15.0, 15, 918, 57.5892, 3
589, 15.0, 15, 1781, 108.6438, 3
590, 15.0, 15, 1305, 79.257, 3
591, 15.0, 15, 581, 36.3726, 3
592, 15.0, 15, 1501, 92.1588, 3
593, 15.0, 15, 981, 61.149, 3
594, 15.0, 15, 1657, 104.3892, 3
595, 15.0, 15, 2192, 138.39, 3
596, 15.0, 15, 1795, 116.4348, 3
597, 15.0, 15, 1669, 102.9192, 3
598, 15.0, 15, 1770, 111.51, 3
599, 15.0, 15, 1430, 88.567, 3
600, 15.0, 15, 1614, 101.0364, 3
601, 15.0, 15, 1109, 65.7304, 3
602, 10.0, 10, 3842, 306.9758, 8
603, 10.0, 10, 3103, 220.9336, 8
604, 10.0, 10, 5252, 404.404, 8
605, 10.0, 10, 3706, 267.9438, 8
606, 10.0, 10, 5168, 385.5328, 8
607, 10.0, 10, 2078, 155.85, 8
608, 10.0, 10, 5012, 382.9168, 8
609, 10.0, 10, 3717, 261.6768, 8
610, 10.0, 10, 4551, 379.0983, 8
611, 10.0, 10, 3381, 262.3656, 8
612, 10.0, 10, 4445, 347.599, 8
613, 10.0, 10, 3601, 293.4815, 8
614, 10.0, 10, 4406, 275.8156, 8
615, 10.0, 10, 5274, 339.6456, 8
616, 10.0, 10, 4513, 320.8743, 8
