,Company Name,Salary_USD,Rating
6195,Naresh i Technologies,1517,4.0
6196,Narus,13248,2.6
6197,Narvar,7226,4.5
6198,Nasdaq,19269,3.9
6199,Nasdaq Corporate Solutions,7226,3.8
6200,Nash Ventures (India),7226,3.9
6201,Nasya Software Technologies,145,4.0
6202,NatWest Group,11010,3.9
6203,Nation Learns,2601,3.1
6204,National Council of Educational Research and Training,13248,4.1
6205,National E-Governance Services,8430,3.0
6206,National Entertainment Network,6022,3.2
6207,National Environmental Health Association,11851,3.5
6208,National Executive Security Services,14452,3.6
6209,National Income Life,15662,3.8
6210,National Informatics Centre,5106,4.1
6211,National Institute of Open Schooling,4817,3.0
6212,"National Institute of Technology, Durgapur",1204,4.4
6213,National Instruments,4817,3.8
6214,National Payments Corporation of India,8430,3.2
6215,National Products (RAM Mounting Systems),6022,3.2
6216,Nationstar Mortgage,12043,3.0
6217,Nationwide Better Health,3035,4.0
6218,Nativebyte,1445,4.4
6219,Natobotics Technologies,6022,3.8
6220,Naukri Job,9635,3.5
6221,Naukri.com,5780,3.8
6222,Nauman khan,5058,4.0
6223,Nav,6359,4.2
6224,NavGurukul,2890,4.0
6225,Nava Vision,2023,2.8
6226,Navabrind IT Solutions,3179,4.8
6227,Naval Sea Systems Command,2746,3.6
6228,Navana Group,6022,3.6
6229,Navana Tech,12043,3.1
6230,Naveen Engineering,7659,4.1
6231,Naveen Technologies,4817,4.1
6232,Navi Technologies,21678,4.0
6233,Navia Life Care,7828,4.0
6234,Navigus,5877,4.0
6235,Navionics,12043,3.7
6236,Navis LLC,13247,4.2
6237,Navitas Life Sciences,4480,3.2
6238,Navkar Dreamsoft,3035,3.0
6239,Navriti Technologies,6022,4.0
6240,Navtech,6022,3.8
6241,Navyug Infosolutions,5299,4.4
6242,Naxo Soft Solutions,5058,5.0
6243,Nayan,14452,4.3
6244,NaythraAiApps opc pvt tld,3613,4.0
6245,Naz V HR Solutions,6022,5.0
6246,Nazmehayat,3468,3.9
6247,NbliK,867,4.5
6248,NearGroup,8093,4.0
6249,Nearbuy,13986,4.1
6250,Nearex,2168,4.3
6251,Nearst (India),1012,4.0
6252,Nectar Infotel Solutions,6070,4.1
6253,Needl.ai,3613,4.5
6254,Neem Consulting,12043,5.0
6255,Neetable,7346,4.1
6256,Neev Technologies,6070,3.4
6257,Neewee,19269,4.0
6258,Neeyamo Enterprise Solutions,2625,3.75
6259,Neha Threading Salon & Spa,1734,3.1
6260,Nehanet,4817,3.9
6261,Neilsoft,7226,3.6
6262,Nektrix,6022,5.0
6263,Nelsoft Technologies,3179,3.5
6264,Nelsonin Research Pvt Ltd,3613,4.0
6265,Neo Fitnes,1204,5.0
6266,Neo Rays Software Solutions,2409,4.6
6267,Neo Sypher Systems,6758,3.7
6268,NeoDove,5419,4.8
6269,NeoGrowth Credit,7226,4.5
6270,NeoSOFT,3215,3.8
6271,NeoSoft,3613,3.0
6272,Neobric,45764,4.4
6273,Neokred Technologies,1590,4.9
6274,Neostack,14452,5.0
6275,Nerve Centrex Software,7226,3.0
6276,Ness Digital Engineering,19419,4.1625
6277,Ness Technologies (India),8430,3.5
6278,Nestaway Technologies,13248,3.7
6279,Nestlé,4817,4.1
6280,Net Android,1204,4.5
6281,Net Sys Technologies,3613,2.4
6282,NetAnalytiks Technologies,3468,4.3
6283,NetApp,22882,4.233333333333333
6284,NetCom Learning,3613,4.2
6285,NetConnectGlobal,9635,3.9
6286,NetElixir,6022,4.2
6287,NetSuite,12043,4.0
6288,Netaji Subhas University of Technology,12043,4.2
6289,Netaji Subhash Engineering College,7226,3.5
6290,Netaxis,4817,4.0
6291,Netberry Technologies,1012,2.9
6292,Netcracker Technology,10230,3.8
6293,Netcraftz,17499,4.0
6294,Netflix,14179,4.2
6295,Nethaat Interactive Solutions,9635,4.5
6296,Neti Software Services,8430,3.6
6297,NetiApps Software,3613,3.1
6298,Netlink,7177,3.525
6299,Netmeds.com,4191,4.1
6300,Netomi,12043,4.4
6301,Netrovert Software,1204,4.5
6302,Netsoft Consulting,3613,3.6
6303,Netsurf Communications,7226,4.0
6304,Netsurion,6022,4.0
6305,Nettechnocrats,4263,3.9
6306,Network 18,11738,3.5
6307,Network Academy,2746,4.0
6308,Network People Services Technologies,6021,4.5
6309,Networking Hardwares,2746,3.0
6310,Networth,4817,3.6
6311,Netwoven,14452,4.2
6312,Netxcell,3613,3.5
6313,Netxd Software India,12043,3.8
6314,Netzmarkt Technologies,11561,3.5
6315,Neubel Technologies,7226,3.4
6316,Neudesic,9634,4.5
6317,Neufango Labs,4817,3.0
6318,Neugene International,15656,4.7
6319,Neurolingua,24876,1.0
6320,Neuron,8430,3.7
6321,Neuronimbus,6383,4.5
6322,Neustar,11441,4.1
6323,Neutrino Tech Systems,60216,4.4
6324,Neutrinos Solutions,1469,2.2
6325,Neva Ventures,4191,4.4
6326,New Alternatives,6022,3.2
6327,New Balance,1590,3.8
6328,New Calm,4817,5.0
6329,New Horizon College of Engineering,2023,4.4
6330,New One,3468,4.1
6331,New Tech Solutions,4624,3.75
6332,New Wave Computing,3613,3.8
6333,New Way Services,1445,4.0
6334,New York City Department of Health & Mental Hygiene,6937,3.4
6335,New York Life,7081,3.8
6336,New York Technology Partners,22882,4.0
6337,NewGlobe,24086,3.2
6338,NewVision Software & Consultancy,6022,4.0
6339,Newbie,5636,3.6
6340,Newfold Digital,11138,3.4
6341,Newgen Software,5823,3.4
6342,Newput Infotech,4817,3.8
6343,News Corp,12645,3.4
6344,News Nation,9972,3.2
6345,News Technology Services,11453,3.4
6346,NewsBytes,7226,3.7
6347,Newspark Media Ventures,4817,1.0
6348,NewtGlobal,5957,4.0
6349,Newton School,2168,4.1
6350,Newzera,4961,3.7000000000000006
6351,Nex-G Exuberant Solutions,4817,3.2
6352,NexGen Technologies,8430,3.8
6353,Nexcode Software,3805,3.2000000000000006
6354,Nexevo Technologies,1879,4.4
6355,Nexgen Technlology,6022,4.0
6356,Nexia Digital,3613,4.0
6357,Nexify Training,1301,3.0
6358,Nexii IT Labs,8430,4.3
6359,Nexplace Info,6792,3.6
6360,Nexstep Infotech,8430,2.8
6361,Next Click Info Solutions,7226,3.5
6362,Next Education India,5347,3.7
6363,Next Novity,3179,3.8
6364,NextApp Services,1301,5.0
6365,NextBee Media,2409,4.5
6366,NextGen Healthcare,11240,3.9
6367,NextGen Invent,2409,3.8
6368,NextOnTop HI-Tech SoftSolution,4191,4.7
6369,NextSphere,8238,3.8
6370,NextStag Communications,2312,4.8
6371,Nextazy Solutions,2409,4.3
6372,Nextera Business Solutions,2890,4.5
6373,Nextgen Innovation Labs,3613,4.0
6374,Nextsms,3035,5.0
6375,Nextuple,6022,4.6
6376,Nextwave Multimedia,6359,3.9
6377,Nexus Software,2746,4.1
6378,Nexusguard,5058,3.0
6379,Nexvisionix,7226,3.6
6380,Nggawe Nirman Technologies,4817,4.4
6381,Nhai,2746,4.1
6382,NiYO,13247,4.3
6383,Nibedita,7226,3.9
6384,NicheSoft,13248,4.7
6385,Nichepro Technologies,4817,3.0
6386,Nickelfox,3709,4.8
6387,Nielsen,18064,3.8
6388,Nikhil Analytics,4407,3.7
6389,Nikhil Comforts,77076,3.8
6390,Nikhil Kumar,18065,4.0
6391,Nikhilkumar1,4480,4.0
6392,Niki.ai,12043,4.1
6393,Nikita AB,3613,4.0
6394,Nikitha Build-Tech,4191,4.0
6395,Nikulsan,723,3.0
6396,Nilesh Paper Products,2409,4.4
6397,Nilkamal,12429,4.0
6398,NimbusParc TechnoLab,4817,4.0
6399,Nimesa Technologies,4817,4.0
6400,Nineleaps Technology Solutions,8028,4.3
6401,Ninestars Information Technologies,4817,3.3
6402,Ninja Van,7081,3.9
6403,Ninja Xpress,16860,3.9
6404,Ninos IT Solution,4817,4.6
6405,Nio Stars Technologies,3613,3.7
6406,Nippon Data Systems,3613,3.6
6407,Niramai Health Analytix,2457,4.6
6408,Nirav Patel,9635,4.0
6409,Nirvanasoft,3613,4.7
6410,Nirvanic Labs,4817,5.0
6411,Nischal Ram T,3613,3.9
6412,Nisha Group,1204,4.0
6413,Nishat Mills,3613,3.4
6414,Nissan Digital,7226,3.2
6415,Nisum,37334,4.0
6416,NiteoIT,3613,4.0
6417,Nitesh Estates,8430,3.6
6418,Nitin c gowda,4817,4.0
6419,Nitish Verma,3613,4.1
6420,Nitor Infotech,7298,4.2
6421,Nityaa Technologies India,9683,3.9
6422,Nityo Infotech,35491,3.725
6423,Nium,13248,4.2
6424,Nivas Designs,4817,4.0
6425,Nivass IT Solutions,4817,4.0
6426,Nivedhiyh,3613,3.8
6427,Nividous,4817,4.0
6428,Nividtech Info Solutions,1734,3.7
6429,Nivrithi Software Solutions,2409,3.0
6430,Nivriti Solutions Global,2409,2.4
6431,Nixinn Insights,3613,4.5
6432,Nmagik,2168,2.0
6433,Nmskaar Infotech,2409,3.8
6434,Nnnn,3613,4.0
6435,No,5236,3.9214285714285713
6436,No No No,11561,4.6
6437,No One Left Behind,1810,4.0
6438,No emplyer,6423,3.7000000000000006
6439,No one special,4336,3.2
6440,NoBroker,11742,3.7
6441,NoBrokerHood,14452,4.3
6442,NoPaperForms,14452,3.7
6443,Nodd,8430,4.1
6444,Noisy Lion,6022,4.2
6445,Nok siem,18065,4.0
6446,Nokia,8030,4.1
6447,Nomura Holdings,10839,4.0
6448,Nomura Research Institute Financial Technologies India,9032,4.1
6449,NonStop Io Technologies,7226,4.5
6450,None Such Farm,5113,3.7
6451,None of Your Business Boutique,8093,4.2
6452,Nones,6195,4.0
6453,Noon Academy,9634,4.3
6454,Noonic,5636,4.0
6455,Nooor Technologies,4191,4.5
6456,Noovosoft,7226,4.0
6457,Noprove,4817,3.8
6458,Nord Finance,6937,4.1
6459,Norm Software,3468,3.1
6460,North American Corporation,7797,3.9
6461,North South University,6937,4.2
6462,NorthAlley,3902,3.9
6463,NorthSouth GIS,3757,4.1
6464,Northcorp Software,3613,4.5
6465,Northeast Sports Network,4914,3.3
6466,Northern Trust,25291,3.9
6467,Northwood Ravin,1445,4.5
6468,NortonLifeLock,24544,3.9000000000000004
6469,Norwegian American Hospital,2168,2.2
6470,Nostrum,1204,4.7
6471,Not An Agency,1204,3.4
6472,Not Applicable,9020,3.8
6473,Not Listed,4712,3.7999999999999994
6474,Not Yet Productions,2442,4.2
6475,Not employed,14452,3.85
6476,Nothing,9506,3.9
6477,Nothing Bundt Cakes,2409,3.7
6478,Nothing Something,7755,4.0
6479,Nourish'd,12043,3.6
6480,Nous Infosystems,10445,4.0
6481,Nouveau Technologies,2746,4.2
6482,Novac Technology Solutions,4817,3.8
6483,Novanet,5058,3.0
6484,Novanta,1204,3.3
6485,Novardis,2409,4.3
6486,Novartis,24086,4.2
6487,Novatech Robo,1156,3.6
6488,Novateur Technologies,7226,3.8
6489,Novel Inductive Reasoning Software,6022,4.3
6490,Novelica,4817,4.7
6491,Novigo Solutions,7226,4.5
6492,Novisync,1301,3.5
6493,Novo Nordisk,9635,4.2
6494,NovoInvent,7141,2.5
6495,NovoStack,10839,4.6
6496,Novopay Solutions,7466,3.6
6497,NovusMinds,3613,4.0
6498,NowFloats,11970,4.6
6499,Np Compete Technologies,3179,4.8
6500,Npro Technologies,7804,5.0
6501,NprodaX Techonologies,1686,4.1
6502,Nrv Designx,7226,4.0
6503,Nscript Web Studios,3613,4.7
6504,Nspira Management Services,18667,3.6
6505,Nspiresoft,1445,4.2
6506,Nsure Reliable Power Solutions,4817,3.0
6507,NuPay,1445,4.2
6508,NuWare,12043,4.0
6509,Nuance,16157,4.0
6510,Nubivagant Technology,2168,1.0
6511,Nubizz Marketing Solution,4191,4.0
6512,Nuchange Informatics,9635,4.6
6513,Nuclay Solutions,6214,4.7
6514,Nuclei,10694,4.0
6515,Nucleus Software Exports,5856,3.7
6516,Nucon Aerospace,8430,3.2
6517,Nudge Digital,15656,3.5
6518,Nullclass,1156,3.5
6519,Numa Soft,434,1.0
6520,NumberMall,7226,3.5
6521,Numerator,16860,4.2
6522,Numerify,18065,4.1
6523,Numiclix Technologies,7226,4.1
6524,Nupay (India),2746,5.0
6525,Nurture Software Solutions,7226,2.2
6526,NutaNXT Technologies,7226,4.2
6527,Nutanix,14138,4.15
6528,Nuvodev,6022,2.5
6529,Nuvolo,12645,4.2
6530,Nuvus Technologies,3468,4.0
6531,NuzPapr,1445,5.0
6532,Nvest Solution,6022,3.0
6533,NvestCampus,7828,3.3
6534,Nviera Technologies,4215,4.2
6535,Nxt Vision,6070,3.8
6536,NxtLife Technologies,2408,3.7
6537,NxtWave Disruptive Technologies,13248,4.7
6538,Nxtzeal,4336,4.0
6539,Nykaa,21075,3.6
6540,Nymble,14452,4.8
6541,Nymo,8430,3.5
6542,Nysa Infotech,1734,3.9
6543,Nyusoft Solutions,2409,3.7
6544,Nyx Wolves Freelance & Business Solutions,3613,4.9
6545,O Clock Software,2168,4.3
6546,O&P,9538,4.7
6547,O-I Glass,7804,3.8
6548,O4S,14752,4.5
6549,OAB Studios,4817,3.2
6550,OASYS Cybernetics,32600,3.6
6551,OG Software Solutions,2601,4.3
6552,OGS PayLab,3468,3.5
6553,OI Digital,8430,2.0
6554,OJAS Softech,7443,4.4
6555,OKLI,2409,4.0
6556,OKS Group,7226,3.1
6557,OLA Electric,15174,2.14
6558,OLR,8430,4.2
6559,OLX Group,15656,3.9
6560,OLX People,12773,3.9
6561,OM SOFTWARE,4215,4.2
6562,OMM,7226,3.9
6563,ON Semiconductor,8960,3.8
6564,ONBO,723,4.0
6565,ONE Assurance,7226,4.0
6566,ONION CREDIT,6022,5.0
6567,OPPO,10852,3.4
6568,ORAI-ROBOTICS,1445,3.3
6569,ORBCOMM,34925,4.1
6570,ORGware,3685,4.0
6571,OS HRS,3613,3.5
6572,OSA International,6022,4.7
6573,OSBIndia,12043,3.7
6574,OSG Analytics,3613,3.9
6575,OSI Digital,6093,3.7
6576,OSI Systems,12043,3.5
6577,OSOS,2746,4.2
6578,OSP Labs,1734,4.1
6579,OSSCube,10839,4.0
6580,OSSMedia,5347,5.0
6581,OSlash,5925,4.1
6582,OTIS,22882,3.7
6583,OTS Solutions,9635,3.6
6584,OYE! Rickshaw,7418,3.6399999999999997
6585,OYO,13375,3.4
6586,OYO Corporation,14452,3.8
6587,OYO Vacation Homes,13248,3.7
6588,OZONETEL COMMUNICATIONS,1879,4.4
6589,OZOPROP Technologies,7419,4.0
6590,Object Frontier,8430,3.9
6591,Object Scope,2409,4.0
6592,Object Source,6022,3.0
6593,Object Technology Solutions,6021,4.5
6594,Object Technology Solutions India,7683,4.3
6595,Oboulo.com,5347,4.1
6596,Observe.AI,26494,4.7
6597,Ocrolus,31914,4.4
6598,Octact Solutions,1445,3.3
6599,Octal Info Solution,3468,3.7
6600,Octalian,3468,5.0
6601,Octaware Technologies,4047,4.1
6602,Octohub Technologies,1590,1.5
6603,Octopus ITES,2168,3.8
6604,Octro,5588,4.0
6605,Octuple Technologies,5058,5.0
6606,Ocwen Financial,6022,3.7
6607,Odessa,4954,4.1
6608,OfBusiness,4769,4.0
6609,Offika Technologies,20473,5.0
6610,Ogrelogic,4142,4.8
6611,Oi (UK),7226,4.0
6612,Oil and Natural Gas,9394,4.3
6613,Ojas Innovative Technologies,3239,3.3
6614,OkCredit,15479,4.2
6615,Okay tech,2746,4.0
6616,Ol,9635,3.9
6617,Ola,16173,3.3
6618,Olam,2601,3.8
6619,OliveBoard,13248,4.1
6620,Oloop Technology Solutions,3757,4.6
6621,Olympus,8430,3.7
6622,Omega,18065,4.2
6623,Omega Healthcare,14451,3.8
6624,Omega IT,1734,3.2
6625,OmegaOn,3902,5.0
6626,Omkar Realtors and Developers Group,6022,3.8
6627,Omkar Software,5371,4.0
6628,Omnesys Technologies,8671,3.6
6629,Omni Integration,16860,4.3
6630,Omnie Solutions,8430,3.6
6631,Omnify,10839,4.9
6632,Omninos Solutions,1156,4.4
6633,Omniproedge Software Services,4336,4.0
6634,Omnist Techhub Solutions,2890,4.7
6635,Omniwyse,8430,3.9
6636,On Campus,20473,5.0
6637,On Device Solutions,3011,3.8
6638,On Point Auto Mechanix,6022,3.9
6639,OnGraph,3950,4.2
6640,OnJuno,3468,4.8
6641,OnMobile,11441,3.9
6642,OnPar Labs,2746,4.3
6643,OnPassive,8502,3.8
6644,Onato Technologies,6214,5.0
6645,OnceHub,6022,4.2
6646,Ondas Technologies,4817,4.1
6647,Ondot Systems,13874,3.1
6648,One Young World,16860,4.9
6649,One Zero Eight,2168,4.0
6650,One.com,10839,3.6
6651,One7,12043,4.6
6652,One8 Select by Virat Kohli,9538,3.0
6653,OneAssure,6022,4.5
6654,OneAston,4817,3.7
6655,OneBanc Technologies Pvt. Ltd,5419,4.4
6656,OneClick Technologies,3613,3.9
6657,OneCode,7226,3.8
6658,OneDios,5492,4.3
6659,OneDirect (India),11898,3.7
6660,OneFin,7226,4.9
6661,OneFitPlus,14452,4.9
6662,OnePlus Global,13608,3.4
6663,OnePlusOne,2601,5.0
6664,OneShot.ai,3468,4.5
6665,OneTrust,10839,3.7
6666,Onecode,3179,4.7
6667,Onedigilta,2312,2.0
6668,Onedirect,2890,2.6
6669,Onetech Ventures,7226,2.7
6670,Ong & Shan,7683,4.1
6671,Ongo Recruitment,6022,5.0
6672,Onit,7226,3.9
6673,Onkar Infotech,8430,2.8
6674,OnlineSales.ai,15624,3.9
6675,Only PSD 2 HTML,4817,4.0
6676,Onn Bikes,3613,3.3
6677,Onnet Systems,13248,3.8
6678,Onsurity,14452,4.1
6679,Ontic,25291,4.3
6680,Onto Technologies,10839,4.0
6681,Ontrack Technologies,4769,4.3
6682,Onward Technologies,9032,3.6
6683,OodlesTechnologies,3767,4.0
6684,Oomsys Technologies,1301,3.7
6685,Oottru,16860,3.0
6686,Ooyala,28904,3.1
6687,OpCord,3011,4.1
6688,Open Financial Technologies,13649,4.4
6689,Open Web Developers,2457,4.0
6690,OpenText,6349,3.7
6691,OpenWorld Money,9233,2.5
6692,OpenXcell Technolabs,6214,4.0
6693,Openly (India),7226,5.0
6694,Openstream,14452,4.9
6695,Openthrive,1927,4.0
6696,Oper8tr,7226,5.0
6697,Operation ASHA,4047,2.9
6698,Operative,16860,3.8
6699,Opmagic.ai,1445,4.0
6700,Opower,7226,3.7
6701,OpsLyft,6022,3.9
6702,OpsRamp,4817,3.7
6703,OpsVeda,7226,3.9
6704,OpsWorks,356,5.0
6705,Opteamix,7226,3.7
6706,OptiPhoeniX,3613,4.5
6707,OptiRisk India,3035,4.0
6708,OptiSol Business Solutions Private Limited,3998,4.4
6709,Optical Fusion,7226,3.1
6710,Optiemus Infracom,6022,3.9
6711,Optimal Virtual Employee,4817,4.0
6712,Optimizory,6022,4.2
6713,Optimum InfoSystem,19871,4.0
6714,Optimum Solutions,13247,3.6
6715,Optimus Information,6214,4.0
6716,Optimworks,2409,5.0
6717,Option Matrix Pvt,5241,4.5
6718,Optiontown,1879,1.9
6719,Optiva,6022,4.6
6720,Optival Health Solutions,8430,3.2
6721,Optiver,13874,4.0
6722,Optmyzr,12765,4.1
6723,Optum,8274,3.7
6724,Optum Global Solutions,9479,4.0
6725,Optum Global Solutions India,3613,4.0
6726,Optym,10236,4.65
6727,Optymyze,8430,3.2000000000000006
6728,Opulent Infotech,2409,3.7
6729,Opus Consulting Solutions,9032,3.8
6730,OpusCDM,7081,2.9
6731,OrSoot LLP,1445,2.0
6732,Oracle,11315,3.9
6733,Oracle Engineering Group,34925,3.8
6734,Oracle Financial Group,18064,3.7
6735,Orange,6535,4.0
6736,Orange Business Services,9634,4.0
6737,Orange Mantra,4625,4.2
6738,OrangeScape,6455,4.6
6739,OrantiQ,12140,2.9
6740,Orbex Technologies,4336,4.4
6741,Orbinet Technologies,4817,4.4
6742,Orbitsys Technologies,5203,3.3
6743,Orcaso,2601,3.0
6744,Oremus,3613,3.4
6745,Organization Strategies Intl,10839,3.1
6746,Oribi,2168,4.0
6747,Origin To Future,6022,4.4
6748,Orion Digital,9635,4.2
6749,Orion Edutech,3324,3.4
6750,Orion Innovation,6431,3.7
6751,Orion Instruments (India),7515,4.2
6752,Oriserve,3259,4.3
6753,Orkash Services,5492,3.6
6754,Orpiv Technologies,4336,4.0
6755,Orsac,2746,3.7
6756,Orthos Technologies,4047,4.8
6757,Orvito,3613,2.9
6758,Oscorp Information Systems,4625,4.1
6759,Osmania University,1445,4.4
6760,Ossisto,8430,4.2
6761,Osumare,2457,4.1
6762,Ot,14452,4.0
6763,Othain Group,6022,3.5
6764,Other,4855,4.1
6765,Otipy Internet,9635,4.2
6766,Ouctus,4047,3.1
6767,OurEye.ai,1301,3.4
6768,Oust Labs,8179,3.2
6769,Outbooks,7659,4.5
6770,Outhum,3613,5.0
6771,Outline India,4817,2.5
6772,Outset Apps Technologies,3613,5.0
6773,Outthinking,2409,4.6
6774,Oxcytech System,1204,4.5
6775,Oxient Technologies,3613,3.0
6776,Oxigen,8430,3.1
6777,Oxygen Networks,1734,3.7
6778,OyeLabs,1108,4.6
6779,OyeSpace,3613,3.4
6780,O’Toole Law Group,6022,1.0
6781,P. Murali & Co.,4336,3.8
6782,PAGO Analytics,3613,4.8
6783,PARTech,3468,3.8
6784,PAYBACK,15656,3.8
6785,PC Financial,18065,5.0
6786,PC Solutions,2409,4.1
6787,PC Technology,1012,2.6
6788,PC Technowledge Center,3035,3.3
6789,PCB Apps,28904,3.5
6790,PDF Solutions,2409,3.7
6791,PDVSA,1204,2.9
6792,PESU Venture Labs,3468,3.5
6793,PFSweb,4817,3.5
6794,PG Analytics,2409,4.8
6795,PHEONIX SOLUTIONS,6937,4.0
6796,PHN Technology,3613,4.0
6797,PK,8000,4.0
6798,PK Mistry,4817,3.8
6799,PK Online,3179,3.8
6800,PLANETCAST,6022,4.3
6801,PLANiN Innovations,12685,4.4
6802,PLLC Software Solutions,4817,4.6
6803,POOJITHA,2409,3.9
6804,POPxo,7226,2.8
6805,POS Nirvana,4817,2.5
6806,PPD,12444,4.0
6807,PPLwork,7226,4.0
6808,PR,14452,4.0
6809,PRAS Consulting,3613,5.0
6810,PRGX Global,1879,3.5
6811,PRIME SHIP,1445,1.0
6812,PROSOFT,10839,3.9
6813,PROVAB,5144,3.4
6814,PS3G,2409,3.8
6815,PTC,10036,4.0
6816,PUJA DENTAL GROUP,2601,3.3
6817,PUMA,13874,4.0
6818,PV Technosoft,2409,3.0
6819,PVC Facility Management,2023,2.0
6820,PVK GROUP OF TECHNOLOGIES,2409,4.0
6821,PVL Global IT Services,8430,3.9
6822,PaNa Infotech,7081,3.4
6823,Paarsh Infotech,1734,5.0
6824,Pac-Van,5905,4.0
6825,Pace Automation,2409,3.4
6826,Pace Computer Solutions,3613,2.8
6827,Pace Wisdom Solutions,4769,4.4
6828,Pacific International Lines,2890,3.0
6829,Pactera,13850,4.3
6830,Pactera EDGE,14452,4.0
6831,PageSuite,16860,3.7
6832,Paisabazaar.com,4167,4.6
6833,Paladin Software Solutions,1445,4.0
6834,Paladion,3613,3.6
6835,Palle Technology,1705,4.6
6836,Palmate Solutions,2409,5.0
6837,Pan India Internet,6214,4.4
6838,Panacea Medical Technologies,3035,3.6
6839,Panaesha Capital,3613,3.6
6840,Panamon Technologies,3613,4.8
6841,Pando (India),6146,4.68
6842,Pandora,2409,4.0
6843,Pandora IT Solutions,2168,3.3
6844,Panel Coder Software Technologies,4817,3.7
6845,Panimalar Institute of Technology,2409,4.1
6846,Pankaj Extrusions,3324,3.6
6847,Pankaj Jadhao,4817,3.9
6848,Panorbit,2312,4.8
6849,Pantech Solutions,2409,4.2
6850,PappyJoe,2890,2.9
6851,Paragyte Technologies,5419,2.7
6852,Parakh Online,1734,4.4
6853,Parallel Labs,2601,4.7
6854,Parallel Minds,1445,3.6
6855,Parallel Reality,1445,4.0
6856,ParallelDots,5817,4.0
6857,Param.ai,12444,4.6
6858,ParamInfo,10839,4.5
6859,Paramesh,7226,4.0
6860,Paramount Software Solutions,10839,4.8
6861,Parangat Technologies,5652,4.3
6862,Parati,723,3.9
6863,Parentof,8430,4.1
6864,Parexel,15656,3.8
6865,Parijat Industries,7515,4.3
6866,Pariksha,5347,4.5
6867,Paripoorna Software Solution Service,1734,4.8
6868,Paritosh Software,12043,3.6
6869,Park Controls & Communications,2409,3.8
6870,Park Plus,8430,3.2
6871,Park+ (India),10971,4.1
6872,Parker Hannifin,10839,3.7
6873,Parkwheels,10839,2.8
6874,Parkzap Labs,4215,3.7
6875,Parth Universal,15656,5.0
6876,Parvalux Electric Motors,1445,2.6
6877,Paryanta Management,2168,3.0
6878,Paskon,2409,4.0
6879,Passion Leap,867,5.0
6880,Past two years I'm worked in wabco,2746,4.0
6881,Pasumai Solutions,3468,4.5
6882,Path Infotech,9417,4.1
6883,PathPartner Technology,14452,3.8
6884,PatientBond,6022,4.2
6885,PatientMD,1204,3.5
6886,Patni Computer Systems,4047,4.1
6887,Pattem Digital Technologies,14452,4.7
6888,Pavan,3468,4.2
6889,Pavan Kumar CK,4817,4.0
6890,Pavansai nadella,6022,3.9
6891,PayCraft Solutions,12043,3.9
6892,PayO,15656,5.0
6893,PayPal,15645,4.1
6894,PayU,12691,3.8272727272727276
6895,Payal Singhal Collection,6022,4.3
6896,Paychex,10261,3.8
6897,Payo,5347,3.0
6898,Payoda,9032,4.3
6899,Paysafe Group,16258,4.083333333333333
6900,Paytm,11687,3.8
6901,Paytm Money,15529,3.7
6902,Pazo (India),3613,5.0
6903,PcsInfinity,2601,3.6
6904,Peach Technovations,1445,2.2
6905,Peak,12043,4.4
6906,PeakMade Real Estate,10839,4.1
6907,Pear system,3613,5.0
6908,Pearson,10839,3.7
6909,Pebble Softwares,3613,5.0
6910,Pebblebridge Technologies,3613,5.0
6911,Pecten,4335,4.5
6912,PeerLogic Systems,14452,4.2
6913,PegaLogics,3011,2.9
6914,Pegasus,1445,3.8
6915,Pegasystems,15002,3.8
6916,Pel Softlabs Pvt.,1734,3.8
6917,Pelatro,6198,4.133333333333334
6918,Pencap Technologies,3613,4.1
6919,Penguin Random House,2409,3.9
6920,Pennant Technologies,6623,4.5
6921,Pensar Solutions,3613,3.0
6922,Pentabay,3107,4.0
6923,Pentagram Infotech,3179,4.6
6924,Pentalog,3613,4.6
6925,Peocit,3613,3.7
6926,People Group,3613,4.5
6927,People Link Unified Communications,3613,4.2
6928,People Prime Worldwide,8430,3.8
6929,People Tech Group,7505,3.5200000000000005
6930,People10,9032,4.3
6931,PeopleGrove,10036,4.8
6932,PeopleReady,13248,3.2
6933,PeopleStrong Technologies,14452,3.7
6934,PeopleTech Group,12718,3.2
6935,PeopleTech Systems,1879,2.8
6936,Peoples Education Institutions,7226,3.7
6937,PepCoding,4183,3.766666666666667
6938,Pepipost,9635,4.2
6939,Pepperfry,16258,3.5
6940,Perennial System,9032,3.4
6941,PerfectionGeeks Technologies,2312,5.0
6942,Perfex Technologies,4215,5.0
6943,Perficient,5010,4.1
6944,Perfios Software,6134,4.2
6945,Perform Digital,6022,4.0
6946,Perito Cyber Management,6022,4.3
6947,Perk,15656,3.9
6948,Perpule,7370,3.8
6949,Persistent Systems,8205,4.1
6950,Persius,578,3.5
6951,Personix,14452,2.6
6952,Perspectify,723,5.0
6953,Pervacio,7780,2.9
6954,Petasense,5925,4.3
6955,Peter Piper Pizza,12043,3.5
6956,Peterson Technology Partners,4191,4.4
6957,Petro IT,4817,3.7
6958,Petrobras Energía,6937,4.3
6959,Pfrepo Technologies,1301,3.3
6960,Phablecare,14451,4.2
6961,Phaeros Group,4817,1.4
6962,Phalita Solutions,13248,3.3
6963,PharmEasy,13183,3.6
6964,PhaseZero Ventures,5082,4.0
6965,Phenom,12679,4.0
6966,Pheon Systems,14452,5.0
6967,Pheonix Soft Solutions,5636,3.9
