,Company Name,Salary_USD,Rating
9148,Tarantula,2746,3.6
9149,Tarento,3757,4.2
9150,Target,19376,3.7000000000000006
9151,Tarun Group,5419,3.4
9152,Taskmo,5347,4.0
9153,Taskmonk Technology,1445,4.7
9154,Tat Hong Training Services,1590,3.2
9155,Tata,6611,4.1
9156,Tata AIG General Insurance,5347,3.7
9157,Tata Advanced Systems,9635,3.6
9158,Tata CLiQ,10537,4.4
9159,Tata Communications,7226,4.0
9160,Tata Consultancy Services,6167,3.899630996309963
9161,Tata Consultancy Services (North America),6062,3.8
9162,Tata Consulting Engineers,7081,3.5
9163,Tata Health,9635,3.9
9164,Tata Motors,2312,4.2
9165,Tata Power SED,4625,3.6
9166,Tata STRIVE,1704,3.7
9167,Tata Steel,2987,4.2
9168,Tata Technologies,5539,3.6
9169,Tataatsu Idea Labs,10236,5.0
9170,Tatneft,4685,3.9
9171,Tatvasoft,4817,3.9
9172,Taurus Hard Soft Solutions,3613,3.4
9173,Tavaga,5925,4.0
9174,Tavant,7438,4.3
9175,TaxiVaxi,2168,4.0
9176,Taxilla IT Solutions,9635,4.0
9177,Tayana Software Solutions,4817,4.0
9178,Tbay Technologies Pvt Ltd,3468,4.0
9179,Tea Stall Studio,3613,2.5
9180,TeacherActive,1879,4.3
9181,Teachers College,2746,4.1
9182,Teachers On Call,5492,4.4
9183,Teaching Assistant,4625,4.0
9184,Tealthcare,7065,4.1
9185,Team 4 Progress Technologies,2168,4.8
9186,Team ACE HR,16860,4.0
9187,Team Computers,3324,4.0
9188,Team Geek Solutions,12645,4.6
9189,Team Pumpkin,6070,3.8
9190,TeamLease,3613,3.8
9191,TeamLease Staffing Solutions,8029,3.4
9192,TeamPlus,7659,3.8
9193,TeamWork Corporate,2409,3.4
9194,Teamware Solutions,6005,4.6
9195,Teapoy Infotech,4769,4.3
9196,TecFinics,1204,2.8
9197,TecHere Innovation,3613,4.0
9198,TecManic,4336,4.5
9199,TecOrb Technologies,4705,4.7
9200,Tecdatum,2023,5.0
9201,Tech 360,3613,3.0
9202,Tech Active,4740,4.3
9203,Tech Brain Technologies,6792,4.0
9204,Tech Firefly,13248,4.1
9205,Tech Gear Eduvistas Pvt Ltd,4817,4.0
9206,Tech Mahindra,6720,3.6
9207,Tech Mahindra Business Services,1204,3.7
9208,Tech Mentro,1445,5.0
9209,Tech Prescient,10550,4.5
9210,Tech Savvy Engineers,12043,3.4
9211,Tech Synchro,12043,4.8
9212,Tech Vedika,7226,4.5
9213,Tech Zenon,3179,5.0
9214,Tech6060,4817,3.9
9215,TechAhead,6310,4.4
9216,TechCiti Technologies,1445,3.9
9217,TechCom Solutions,10550,3.3
9218,TechCompiler Data Systems,4913,3.7
9219,TechCruzers Software Development,4817,5.0
9220,TechDenali,2312,4.0
9221,TechFenix,4480,4.0
9222,TechGropse,5997,4.3
9223,TechJini,9634,3.7000000000000006
9224,TechKnowHow,2890,4.6
9225,TechManyata Software Solutions,2312,4.5
9226,TechMojo Solutions,10838,3.9
9227,TechNest Solutions,4817,4.3
9228,TechNex Technologies Private Limited,1638,3.8
9229,TechPartner Alliance,2168,4.4
9230,TechPranee,1445,5.0
9231,TechRadiation Infosystem,4817,3.8
9232,TechSim+,7478,5.0
9233,TechSophy,15054,4.0
9234,TechStaX,3468,4.5
9235,TechTree IT Systems,7225,4.2
9236,TechTrek India,10839,2.9
9237,TechVerito,21678,4.7
9238,TechWebLabs,3757,4.6
9239,TechXL Systems,4047,4.7
9240,Techartus Solutions,8430,3.0
9241,Techathalon Solutions,4336,4.0
9242,Techavera Solutions,3107,4.3
9243,Techbion Software Systems,10839,2.6
9244,Techcon Labs,7949,2.3
9245,Techfino(India),7226,4.3
9246,Techfully,2168,5.0
9247,Techimpero,4769,4.0
9248,Techive,2890,4.4
9249,Techlet Solutions,9394,3.7
9250,Techlites,5925,4.3
9251,Techmagix,4817,4.1
9252,Techmill,15656,4.0
9253,Techmodi,2409,3.1
9254,Techmologics,3613,4.5
9255,Techmonastic Solutions,867,4.0
9256,Techniche E-Commerce Solutions,4817,2.7
9257,Technicolor,7828,3.8
9258,Technify (PK),3902,4.5
9259,Technitab Solutions,2457,3.8
9260,Technitude Services,1590,1.0
9261,Technium,1445,4.1
9262,Techno Facts (India),34925,4.1
9263,Techno India Group,6022,3.7
9264,Techno Softwares,2890,4.1
9265,TechnoElevate,3613,3.3
9266,TechnoGen IT Services,16258,2.8
9267,TechnoTime Computer Systems,1445,3.9
9268,Technobuk,1012,5.0
9269,Technobyte Info Services,2312,2.6
9270,Technoforte Software,1204,3.7
9271,Technogram Solutions,8430,1.9
9272,Technohoste services,6022,4.0
9273,Technoidentity Solutions,3885,4.1
9274,Technolabs,2565,2.5
9275,Technology 9 Labs,7226,4.1
9276,Technology Xpress Info Solution,1156,3.5
9277,Technomax Solutions,5636,4.0
9278,Technomind,9249,5.0
9279,Technoparinsoft,2553,4.4
9280,Technosoft,9532,3.8
9281,Technosoft Inc,4817,3.5
9282,Technovation Unicorns,1445,4.0
9283,TechoKids,434,4.2
9284,TechoSoft Technologies,1445,4.0
9285,Techolution,5973,4.233333333333333
9286,Techouts,3071,4.4
9287,Techpins,4914,3.6
9288,Techrain,7226,2.3
9289,Techsaga,6286,4.7
9290,Techsalt Solutions,1879,4.0
9291,Techstar Consulting,4753,3.9
9292,Techtonic (India),4191,3.9
9293,Techtwins,3757,4.9
9294,Techugo,4104,3.9
9295,Techware Solution,83098,4.0
9296,Techwave Consulting,12043,3.8
9297,Techweirdo,1445,5.0
9298,Techwell IT & Business Consultant,3613,5.0
9299,Techwittys,4914,4.0
9300,Techzone India,2168,1.0
9301,TeckZy Research Analytics IT Solutions Pvt. Ltd.,1156,3.9
9302,Tecminion,2890,5.0
9303,Tecnotree,8430,3.9
9304,TecoBytes Solutions,3613,2.7
9305,Tecocraft Infusion,2409,5.0
9306,Tecsec Technologies,8430,4.1
9307,Tecsys,3613,4.3
9308,Tectes,1204,4.0
9309,Tectoro,9032,4.0
9310,Tecvibes Info Systems,6022,4.0
9311,Teja,9635,4.0
9312,Tejas Mahadik,3613,3.9
9313,Tejas Networks,11128,4.1
9314,Tejas Software,4552,3.9
9315,Tejoma,3613,4.6
9316,Tejosma Technologies,12043,3.7
9317,Tek System,8430,4.1
9318,Tek Travels,11441,3.4
9319,TekEinstein,8430,3.7
9320,TekShapers,2409,3.1
9321,Tekcyber,6648,4.0
9322,Tekie,1734,3.2000000000000006
9323,Tekiolab,22882,4.0
9324,Tekion,13934,4.1
9325,TekisHub,7226,3.6
9326,Tekniko Global,5347,4.6
9327,Teknotrait Solutions,4817,4.2
9328,Teknuance Info Solutions,4047,3.3
9329,Tekplay,1662,3.7
9330,Tekskills,7997,3.1
9331,Tektronix,3613,3.8
9332,Tekvisions,7226,3.7
9333,TekysLab,3709,4.1
9334,Telangana State police,7226,3.9
9335,Telaverge communications,4817,4.5
9336,Telco Communications,4817,2.0
9337,Telcon Groups,1204,4.0
9338,Telebu,4528,3.7
9339,Telecare,3468,3.5
9340,Telecom Network Solutions,3613,4.0
9341,Telecom Thinking Hats,3324,4.3
9342,Teleone,1301,3.6
9343,Teleparadigm Networks,4817,2.9
9344,Teleperfomance,3035,3.9
9345,Teleperformance,2409,4.0
9346,Telerad Tech,5419,3.35
9347,Telesoft Labs,1445,3.6
9348,Telesonic Networks,3613,3.8
9349,Teletext,4985,3.9
9350,Teligenz Tech Solutions,3532,3.0
9351,TellMe,1734,1.0
9352,Telloquent Solutions,2312,4.3
9353,Telstra,15656,3.9
9354,Temenos,7205,3.5
9355,Temenos+Agility,1590,2.9
9356,Tempo-Team,11441,3.8
9357,TenXLabs Technologies,2312,3.1
9358,Tenerity India,9032,4.3
9359,Tenet Healthcare,1204,3.0
9360,Tenmiles,7226,3.5
9361,Tenneco,92733,3.3
9362,Tententen Digital Products,12043,4.1
9363,Tenth Planet,5323,3.8
9364,Teqop Consultancy,2890,4.0
9365,Teqpool,1445,5.0
9366,Teqsar,7226,2.5
9367,Teqtous,4817,5.0
9368,Tequed Labs,2077,4.2
9369,Tera Torrent Technologies,7515,4.6
9370,TeraMatrix Technologies,9635,3.9
9371,Teradata,11240,3.7999999999999994
9372,Terafast Networks,1590,3.7
9373,Terasol Technologies,6359,4.7
9374,Terawe,6022,4.0
9375,TerraCIS Technologies,5636,3.1
9376,Terralogic,4817,3.8
9377,Terso Solutions,39743,3.5
9378,Tervita,4480,3.7
9379,Tesark Technologies,6022,4.8
9380,Tesco,20473,3.775
9381,Tesco Bengaluru,19998,4.035714285714286
9382,Tescra,7346,4.5
9383,Tesis,4817,4.1
9384,Tesla,8912,3.7000000000000006
9385,Tessolve,5510,3.7
9386,Test,6360,4.09375
9387,Test Triangle,8430,4.4
9388,Test Yantra,3436,3.9000000000000004
9389,TestVagrant,6021,4.7
9390,Testengeer,4383,4.0
9391,Tester Smart,6937,4.7
9392,Tester Work,3492,4.1
9393,Testhouse,7226,4.1
9394,Testing,34925,4.5
9395,TestingXperts,7282,4.1
9396,Testronic,1204,3.7
9397,TetherBox Technologies,6648,5.0
9398,Tetra Tech,6166,3.7
9399,Tettares Software Solutions,1734,3.9
9400,Tevatel,10405,3.0
9401,Tevatron Technologies,12862,4.2
9402,Texas Instruments,11272,4.2
9403,Texas Review,3613,3.5
9404,Texpart Technologies,6022,4.0
9405,Text Mercato,5419,4.0
9406,Textile Clothing Technology Corp,4817,4.0
9407,Textronics Design Systems,2409,2.9
9408,Tez Minds Software,7226,3.9
9409,Tezure,9635,4.0
9410,Thaagam Foundation,2168,4.0
9411,Thales,7226,3.6
9412,Thampy Digital,9249,3.1
9413,Thapar University,1083888,3.6
9414,The Art Institutes,12463,2.9
9415,The Art of Mike Mignola,18065,5.0
9416,The Art of Shaving,18065,3.3
9417,The Backbenchers,9635,4.5
9418,The Bommarito Group,2409,3.3
9419,The Bruce Company of Wisconsin,12043,4.7
9420,The Critical Slide Society,6022,1.0
9421,The Data Team,13248,3.8
9422,The DataTech Labs,4191,4.1
9423,The Delta Group of Companies,4817,3.4
9424,The Egghead Creative,1734,3.3
9425,The First Years,3613,4.1
9426,The Fund for Global Health,2746,4.0
9427,The Fund for Global Human Rights,2890,2.7
9428,The George Institute for Global Health,18065,3.9
9429,The Grey Parrots,7226,5.0
9430,The HK Online,2409,5.0
9431,The HON Company,37334,3.6
9432,The Hangar Interactive,4817,4.4
9433,The Healthy Company,6022,4.4
9434,The Himalaya Drug Company,6022,3.8
9435,The Home Depot,8792,3.8
9436,The Honey Baked Ham Company,6937,4.1
9437,The INCLEN Trust International,7948,3.5
9438,The Integrity Webs,2409,2.5
9439,The Kiel Institute,6214,4.4
9440,The Leader Investment Group,7226,1.9
9441,The Luxury Closet,12043,3.9
9442,The Millennium Laedan,1204,3.9
9443,The Oil & Gas Market,1204,3.9
9444,The Others,4865,3.925
9445,The Otherside,2409,3.3
9446,The Rehancement Group,4914,3.7
9447,The Scalers,3757,4.6
9448,The Solar Labs,4913,3.9
9449,The Sparks Foundation,4067,4.0
9450,The Sports Gurukul,2023,4.2
9451,The Times of India,12043,4.0
9452,The Video Editor,4625,4.3
9453,The Vitamin Shoppe,4336,3.4
9454,The Wonderful Company,1590,3.7
9455,The Zigma Technologies India,3468,3.7
9456,The-Ally,2409,4.0
9457,TheMathCompany,6022,4.0
9458,TheRightDoctors,1590,3.4
9459,Theatro,6022,3.7
9460,Theorem,6021,3.5
9461,Therapy Box,8430,4.0
9462,Thermo Fisher Scientific,10839,3.7999999999999994
9463,ThiDiff Technologies,2874,3.983333333333333
9464,Thiagarajar College of Engineering,5492,4.8
9465,Thincnext,2722,3.9
9466,Thinesh.R,4047,3.8
9467,Think Design,6792,4.0
9468,Think Future Technologies,9634,4.2
9469,Think Tree Media House,6070,4.2
9470,Think201,1445,4.6
9471,ThinkBot Research,8430,4.0
9472,ThinkBridge,9008,4.4
9473,ThinkBumblebee Analytics,7226,4.3
9474,ThinkPalm Technologies,13248,3.9
9475,ThinkSys,13850,4.0
9476,ThinkTac,1429,3.7000000000000006
9477,Thinkcore Technologies,10839,2.9
9478,Thinkflow Software,2409,4.0
9479,Thinkify,10839,4.5
9480,Thinking Hut IT Solutions,2023,3.8
9481,Thinkitive Technologies,4336,4.4
9482,ThinksynQ,2047,2.8
9483,Thinkwide Solutions,3613,3.0
9484,Thirdware Solution,7226,3.9
9485,Thirty Six labs,6069,4.0
9486,Thomson Reuters,9090,3.8
9487,Thorsignia,8418,4.4
9488,Thoucentric,723,3.8
9489,ThoughtBuzz To The New Digital,4817,3.6
9490,ThoughtFocus,10838,4.2
9491,ThoughtMiracles,18065,5.0
9492,ThoughtSpot,1445,4.0
9493,ThoughtWave Technologies,2409,4.0
9494,Thoughtwave Software and Solutions,7226,4.3
9495,Thoughtworks,17361,4.4
9496,ThreadSol,7226,4.1
9497,Three Cube Managed Services and Solutions,2168,4.3
9498,Three Meadows Software,10983,4.3
9499,Three Phase Technical Services,3468,4.8
9500,Three Square Tech,3179,4.0
9501,ThreeFiveEight,3613,4.0
9502,Threshold,6792,3.2
9503,Thrive Technologies,2467,4.0
9504,Thrymr Software,3950,2.7
9505,Thryve Digital,6022,4.3
9506,Thulir Software Technologies,1204,4.3
9507,Thylaksoft,8430,4.0
9508,TiVo,13753,3.8
9509,Tiatros,5925,3.6
9510,Tic India,5203,4.0
9511,Tide,29305,4.0
9512,TierOne OSS Technologies,3613,3.4
9513,Tietoevry,6975,4.1
9514,Tiffany & Co.,15656,3.5
9515,Tiger Analytics,7226,4.3
9516,Tiger Global Management,1204,3.7
9517,Tihalt Technologies,2746,5.0
9518,Tijo Thomas,4336,4.0
9519,Tika Data Services,9827,4.0
9520,Tikona Digital Networks,3613,3.4
9521,Tilaka Technologies,2409,3.8
9522,Tillid,9635,4.3
9523,Tillster,4480,3.4
9524,Tillys,1204,3.5
9525,Timble Technologies,3613,4.2
9526,Time Inc.,12846,3.2999999999999994
9527,Time Inc. India,12043,3.1
9528,Time Logic Solutions,10839,4.0
9529,Timeless Ventures,5154,4.9
9530,Times Business Solutions,12043,3.7
9531,Times Internet,14699,4.2
9532,Timken,5492,3.6
9533,Timmy Global Health,2746,3.6
9534,Tink Labs,7226,3.8
9535,Tip Top Appraisal,867,3.85
9536,Tipstat,8586,4.2
9537,Tiramisu New Media Solutions,3540,5.0
9538,Tiroler Tageszeitung,9634,3.8
9539,Tirumala venkat N,13248,3.8
9540,Tiruven Info Tech Software Solutions,8238,4.1
9541,Tivona,2023,4.6
9542,Tixdo Media,9032,3.9
9543,Toddle,8526,4.9
9544,Toehold Travel and Photography,6022,3.0
9545,Tokhimo,13248,5.0
9546,Tokopedia,11742,4.5
9547,TollPlus,6022,3.2
9548,ToneTag,4817,4.6
9549,TongueStun Food Network,4336,3.5
9550,Tony Gee and Partners,1204,4.4
9551,Tony Roma's,8430,4.0
9552,Toogit,2409,3.3
9553,Tookitaki,22279,4.5
9554,Toolyt,1301,3.9
9555,Tootle Software,7876,4.6
9556,TopHire,7226,4.6
9557,TopYa!,6359,4.1
9558,Topdot Solar,636,5.0
9559,Toppr.com,14968,3.642857142857143
9560,Tops Office Pros Business Services,7226,4.8
9561,Toptal,14452,4.2
9562,Toqsoft Technologies,1301,3.4
9563,Toronto Board of Trade,15656,2.4
9564,Torry Harris,10839,2.9
9565,Torry Harris Integration Solutions,5301,4.1
9566,Tortillería de Harina Margarita,2409,4.0
9567,Toshiba,10389,3.6
9568,Toshiba America Business Solutions,1204,3.6
9569,Total Express,7226,3.5
9570,Totality Corp,2168,4.9
9571,Totient Business Solutions,2409,3.8
9572,TouchNote,16860,4.2
9573,TouchPoint Support Services,3613,3.4
9574,Touchworld technology,1734,5.0
9575,Tower Research Capital LLC,21918,3.8
9576,Trace VFX,4817,3.6
9577,TraceLink,15463,3.9
9578,TrackIT,2312,5.0
9579,TrackNerd GPS,723,4.0
9580,Trackerwave,1445,2.0
9581,Trackobit,6022,4.4
9582,Tracxn,2047,3.4
9583,Trade Brains,3035,5.0
9584,TradeLeaves,6022,3.5
9585,Tradebuilder,4817,4.2
9586,Tradelab Software,40947,3.8
9587,Trademarksolutions,3757,4.0
9588,Trading Technologies,38538,4.3
9589,Trainman,9032,4.7
9590,Trainn,2023,5.0
9591,Traitsys,2890,3.6
9592,Trakinvest,10839,3.6
9593,Tramo Technolab,3613,4.0
9594,TranZact,14452,4.1
9595,Trancisco Labs,2168,4.2
9596,Trane Technologies,10237,4.0
9597,Trans Neuron Technologies,6423,3.9
9598,TransGenez,3613,3.5
9599,TransPacks,10839,4.0
9600,Transcend Information,3757,3.2
9601,Transcentra,4480,3.2
9602,Transerve,2409,3.5
9603,Transfast,10839,4.2
9604,Transfin.,3179,4.4
9605,Transitus,4336,3.5
9606,Translab Technologies Private Limited,9635,3.0
9607,Transpacific Software,7370,3.5
9608,Transport Corporation Of India Limited,2722,3.4
9609,Transtech Solutions,4817,3.0
9610,Transvision (Bangalore),3179,3.2
9611,Transworld Compressor Technologies,578,3.8
9612,Tranzita Systems,3468,4.9
9613,Tratum Technologies,16860,3.4
9614,TravClan,7226,4.4
9615,TravalsIndia,7226,4.1
9616,Travel Troops Global Pvt Ltd,8382,3.9
9617,TravelUR,3902,4.5
9618,Traveloka,15126,4.3
9619,Travelyaari,14452,2.4
9620,Tray,11441,4.4
9621,Treblo,9538,4.0
9622,Tredence,7226,4.0
9623,Treebo Hotels,12894,3.7000000000000006
9624,Treehack,2168,4.3
9625,Treewalker Technologies,5492,4.5
9626,Trell,17741,3.6
9627,Trelleborg,7226,3.8
9628,Trelleborg Sealing Solutions (TSS),14452,3.7
9629,Trellisys.net,8832,4.1
9630,Trellix,20072,3.7000000000000006
9631,Tresilient,2746,5.0
9632,Trespect,2409,3.6
9633,Triad Marketing Services,3613,4.6
9634,Triad Software,12043,3.8
9635,Triant,2409,2.1
9636,Trianz,5427,3.2999999999999994
9637,Tribhuvandas Bhimji Zaveri and Sons,1734,3.4
9638,Tribro,1590,2.9
9639,Trichrome Technologies,2409,3.8
9640,Tricog Health Services,14452,4.4
9641,Tricon,19269,3.3
9642,Tricon Infotech,7226,4.5
9643,Trident,8527,3.3
9644,Trident Analytical Solutions,6022,4.8
9645,Trident Group,12429,3.7
9646,Trident Infosol,2409,4.1
9647,Tridiagonal Solutions,9635,2.9
9648,Trifacta,12043,4.4
9649,Trigent Software,6185,3.8
9650,Trignodev Software,5395,4.0
9651,Trigun Technology,7226,4.0
9652,Trillbit,18065,5.0
9653,Trilogy Innovations,24616,3.5
9654,Trilyo,12043,2.4
9655,Trimax,7226,2.5
9656,Trimble,14317,4.222222222222222
9657,Trimble Transportation,18064,3.9
9658,Trimindtech Solutions,6792,4.6
9659,Triniti Corporation,6069,3.7
9660,Trinity Mobile App Lab.,3902,4.3
9661,Trinity Mobility,2649,4.2
9662,Trinkerr,20473,3.0
9663,Trinket Info Services,8430,4.3
9664,TrioHats Consulting,1204,4.0
9665,Trion Technology,4625,3.2
9666,Triotech Solutions,7226,2.7
9667,Trip38,7394,4.0
9668,TripEasy,3613,5.0
9669,TripStack,4817,4.1
9670,Triple Point Technology,21678,3.6
9671,Triple-S Steel,8984,3.5
9672,Tripoto,1204,2.9
9673,Trippleatt.com,434,3.0
9674,Triton Information Technology Solutions,3179,3.7
9675,Triunity Engineering and Management,1806,4.7
9676,Triveous Technologies,7226,4.0
9677,Triwits Technologies,13151,4.0
9678,Trova Technologies,7226,4.7
9679,Trovend,2409,4.6
9680,Trsoft Technologies,5419,2.4
9681,TruKKer Technologies,11441,3.6
9682,TruckX,5492,4.6
9683,True Wave,6022,5.0
9684,TrueFan,1204,4.3
9685,Truecaller,20473,4.3
9686,Truein,2023,4.0
9687,Trueway Systems,7226,3.0
9688,Truexam,2168,5.0
9689,Truminds Software Systems,3767,4.1
9690,Trunkoz Group,13248,3.2
9691,TrustingSocial,31312,3.9
9692,Truzio,7964,4.7
9693,Tsysinfo Technologies,1590,1.0
9694,Tudip Technologies,5323,3.2
9695,Tudo Technologoies,3468,5.0
9696,Tuhin Basu & Associates,15656,3.6
9697,Turaco Mobile,8430,3.6
9698,Turf Town Sporting Pursuits,3613,5.0
9699,Turing.com,992,4.4
9700,Turnip,50581,5.0
9701,Turtlemint,18667,4.0
9702,Tushar chahar,18065,4.0
9703,Tutedude,1445,4.1
9704,Tuzen Technologies,6022,4.2
9705,Tvisha Technologies,3613,4.5
9706,Tweak Talent Technologies,4937,5.0
9707,Twimbit,2168,4.3
9708,Twinkle Software Solutions,5419,3.7
9709,Twistfuture Software,2746,4.6
9710,Twitter,19269,4.2
9711,Two Roads Tech,26495,4.0
9712,Tycho Technologies,5130,4.8
9713,Tychon Solutions,7226,4.6
9714,Tycooz Technologies,4191,3.3
9715,Tyfone,13248,3.9
9716,Tyke,4817,5.0
9717,Tymtix Solutions,7226,4.0
9718,Typeset,4817,4.4
9719,Tyremarket,3757,3.4
9720,Tyroo Media,6021,4.2
9721,TÜV Rheinland,3613,3.8
9722,U&Me Communication,12043,3.2
9723,U-SET,12429,4.7
9724,U.S. Department of State,14452,4.0
9725,"U.S. District Court, Southern District of Ohio",13849,4.0
9726,U.S. Silica,4480,3.3
9727,U2opia Mobile,9635,3.9
9728,U4Rad,1445,4.0
9729,UAE Exchange,11851,3.6
9730,UBS,13247,3.9
9731,UCAL Fuel Systems,1445,3.3
9732,UCO Bank,6792,4.0
9733,UCPro,2409,4.2
9734,UDPL Dena,8430,5.0
9735,UF Health Central Florida,12043,2.9
9736,UFAM - Universidade Federal do Amazonas,12043,4.0
9737,UG Infosystem,3613,4.5
9738,UHY LLP,1204,3.6
9739,UI PEP Technologies,3902,3.7
9740,UIDAI,9683,4.0
9741,UKG (Ultimate Kronos Group),15656,4.1
9742,UMM Studios,2746,2.7
9743,UNIQ Technologies,1228,4.1
9744,UNISOC,7226,3.4
9745,UON,7226,3.5
9746,US Army RDEC,1590,3.6
9747,US Department of Veterans Affairs,7110,3.7
9748,US Electrical Services,1445,4.4
9749,US Marine Corps,6937,3.8
9750,US Navy,8430,3.7
9751,US Postal Service,7949,2.9
9752,US&Co.,6022,4.0
9753,USM Business Systems,4817,3.7
9754,UST,9584,3.961904761904762
9755,UTI Infrastructure Technology And Services Limited (UTIITSL),6359,3.0
9756,UTT,3613,4.5
9757,UV Infratech,7226,4.0
9758,UV Infratech Systems,5251,4.4
9759,UXReactor,6022,4.4
9760,Uable,12645,3.8
9761,Uber,19899,4.0
9762,Ubisoft,2409,3.8
9763,Ubona,16860,4.1
9764,Ubq Technologies,2746,3.1
9765,Udaan,4817,3.8
9766,Udacity,6022,3.8
9767,Udayy,1204,3.9
9768,Udemy,3613,4.2
9769,Udupi Sri Krishna Technologies,3613,4.0
9770,Ugam,4817,3.8
9771,Ujjivan,3613,3.7
9772,Ula,14452,4.4
9773,Ultimate tek Solutions,3613,3.9
9774,Ultius,14452,3.2
9775,Uma singh,14452,4.0
9776,Umbrella Infocare,10839,4.0
9777,Unacademy,12695,4.0
9778,Unbxd,4817,4.0
9779,Undefined,7226,4.0
9780,Undigit Media Solutions,2457,1.0
9781,Undisclosed,7949,3.9
9782,Uneecops Technologies,34829,4.2
9783,Unemployed Help Centre,1981,4.0
9784,Unemployed Magazine,9635,4.0
9785,Uneva Automations,3613,3.4
9786,UniLearn,1879,1.0
9787,Unic Sol,3613,4.0
9788,Unicity,9635,3.5
9789,Unicity Healthcare,12043,3.5
9790,Unicommerce Esolutions,10839,4.0
9791,Unicon Systems,6022,4.4
9792,Unicorn Store,434,2.3
9793,Unifi Software,9635,4.7
9794,Unified Healthcare Group,5708,3.9
9795,Unifize,4817,4.7
9796,Unify,15054,3.3
9797,UnifyCloud,4215,3.5
9798,Unifytech,16471,4.285714285714286
9799,Uniify,32517,5.0
9800,Unik Systech Solutions,1204,3.0
9801,Unikove Technologies,2409,3.6
9802,Unilodgers,2890,2.3
9803,Unilog Content Solutions,3613,3.9
9804,Unimoni,6022,3.0
9805,Union Hospitality Group,10839,3.8
9806,Unipoint IT Solutions,4769,4.2
9807,Unipro,4817,4.9
9808,Unique Business Systems,3035,3.2
9809,Uniservice Technology Solutions,7226,4.0
9810,Unisys,8430,3.7
9811,Unitary,3613,5.0
9812,Unite Cloud,4817,3.95
9813,United Holding Group,6022,3.6
9814,United Semicon Technologies,4817,4.3
9815,UnitedHealth Group,9098,3.6666666666666665
9816,Unitglo Solutions,1879,4.5
9817,Unity,2409,4.4
9818,Universal Electronics,2409,3.4
9819,Universal Studios,2409,4.0
9820,Universal Telecom India,5636,4.6
9821,University of Dayton,2409,4.3
9822,University of Iowa,4817,4.3
9823,University of Phoenix,1204,3.6
9824,University of Pune,3035,3.9
9825,University of Technology Sydney,1445,4.4
9826,Univo Edtech,2890,3.4
9827,Unizen Technologies,8731,3.9
9828,Unknown Entrepreneur Developer,4937,3.8
9829,Unknown Planner,7595,3.7000000000000006
9830,Unknowns,6503,3.7
9831,Unmetric,10839,4.4
9832,Unnat-e SysTech,4817,3.8
9833,Unnati,8912,4.5
9834,Unnicola,3035,2.5
9835,Unobit Solutions,4480,4.1
9836,Unolo,6503,5.0
9837,Unotech Software,8671,4.2
9838,Unscrambl,10839,4.1
9839,Untar lancar aman,6937,4.0
9840,Unthinkable,7057,3.6
9841,Untrodden Labs,2890,3.9
9842,Unyscape Infocom,7707,4.4
9843,Uolo Technology,13247,3.7999999999999994
9844,UpTodd,34925,4.4
9845,Uplabh,7226,4.0
9846,Upparext Solutions,2023,4.0
9847,Upper Dauphin Area School District,12043,5.0
9848,"Upscale AI, Inc.",5218,4.6
9849,Upstox,24311,3.9
9850,Upsynk,1204,4.0
9851,Uptown Galeria,28904,5.0
9852,Uptycs,18065,4.5
9853,Upwork,6103,4.2
9854,Uraan Softskills,39743,4.2
9855,Urban Colony,6022,3.7
9856,Urban Company,18984,3.9
9857,Urban Ladder,10730,4.3
9858,UrbanKisaan,1204,4.0
9859,UrbanPiper,9635,4.6
9860,Urbanstop,2409,4.0
