id,total,to_distribute,n_elements,std_div_mod,len_votes,mean_dev
7889, 35.0, 35, 611.0, 16.9846, 4, 0.0023
7890, 35.0, 35, 611.0, 16.8796, 4, 0.002
7891, 35.0, 35, 610.0, 16.8718, 4, 0.0016
7892, 35.0, 35, 613.0, 17.0943, 4, 0.0018
7893, 35.0, 35, 608.0, 16.8842, 4, 0.0016
7894, 35.0, 35, 606.0, 16.7607, 4, 0.0021
7895, 35.0, 35, 614.0, 17.1054, 4, 0.0029
7896, 35.0, 35, 612.0, 16.9957, 4, 0.0016
7897, 35.0, 35, 609.0, 16.7736, 4, 0.0029
7898, 33.0, 35, 613.0, 17.0000052, 4, 0.0006
7899, 35.0, 35, 615.0, 16.9906, 4, 0.002
7900, 35.0, 35, 608.0, 16.8842, 4, 0.0016
7901, 34.0, 35, 616.0, 17.0000053, 4, 0.0016
7902, 35.0, 35, 609.0, 16.7736, 4, 0.0029
7903, 35.0, 35, 610.0, 16.9936, 4, 0.0012
7904, 33.0, 35, 613.0, 17.0000052, 4, 0.0006
7905, 35.0, 35, 612.0, 16.9957, 4, 0.0025
7906, 34.0, 35, 610.0, 16.6666722, 4, 0.0041
7907, 35.0, 35, 609.0, 16.7736, 4, 0.0029
7908, 33.0, 35, 605.0, 16.7777822, 4, 0.0006
7909, 35.0, 35, 610.0, 16.9936, 4, 0.002
7910, 35.0, 35, 608.0, 16.7624, 4, 0.0025
7911, 35.0, 35, 608.0, 16.8842, 4, 0.0016
7912, 35.0, 35, 612.0, 16.9957, 4, 0.0016
7913, 35.0, 35, 609.0, 16.7736, 4, 0.0029
7914, 35.0, 35, 610.0, 16.9936, 4, 0.002
7915, 35.0, 35, 615.0, 17.0962, 4, 0.0006
7916, 34.0, 35, 617.0, 17.0000043, 4, 0.002
7917, 33.0, 35, 613.0, 17.0000052, 4, 0.0006
7918, 35.0, 35, 607.0, 16.772, 4, 0.0021
7919, 35.0, 35, 611.0, 16.9846, 4, 0.0014
7920, 35.0, 35, 611.0, 16.9846, 4, 0.0014
7921, 35.0, 35, 612.0, 16.8732, 4, 0.0025
7922, 35.0, 35, 608.0, 16.7624, 4, 0.0025
7923, 34.0, 35, 607.0, 16.6666722, 4, 0.0035
7924, 35.0, 35, 612.0, 16.8732, 4, 0.0025
7925, 35.0, 35, 616.0, 17.1072, 4, 0.0008
7926, 35.0, 35, 610.0, 16.9936, 4, 0.002
7927, 35.0, 35, 612.0, 16.9957, 4, 0.0025
7928, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
7929, 33.0, 35, 601.0, 16.6666721, 4, 0.0006
7930, 35.0, 35, 613.0, 16.9893, 4, 0.002
7931, 35.0, 35, 612.0, 16.9957, 4, 0.0025
7932, 34.0, 35, 609.0, 16.6666712, 4, 0.0037
7933, 35.0, 35, 611.0, 16.9846, 4, 0.0014
7934, 35.0, 35, 605.0, 16.7667, 4, 0.0012
7935, 35.0, 35, 611.0, 16.9846, 4, 0.0006
7936, 34.0, 35, 607.0, 16.7777822, 4, 0.0012
7937, 35.0, 35, 610.0, 16.8718, 4, 0.0025
7938, 35.0, 35, 611.0, 16.9846, 4, 0.0023
7939, 35.0, 35, 612.0, 16.9957, 4, 0.0025
7940, 33.0, 35, 621.0, 17.2222283, 4, 0.0006
7941, 35.0, 35, 610.0, 16.8718, 4, 0.002
7942, 35.0, 35, 606.0, 16.7607, 4, 0.0021
7943, 35.0, 35, 616.0, 17.1072, 4, 0.0008
7944, 35.0, 35, 613.0, 16.9893, 4, 0.0029
7945, 35.0, 35, 607.0, 16.772, 4, 0.0021
7946, 35.0, 35, 608.0, 16.7624, 4, 0.0025
7947, 34.0, 35, 608.0, 16.6666722, 4, 0.0033
7948, 34.0, 35, 607.0, 16.7777822, 4, 0.0012
7949, 35.0, 35, 606.0, 16.8818, 4, 0.0012
7950, 35.0, 35, 612.0, 16.9957, 4, 0.0025
7951, 35.0, 35, 614.0, 17.1054, 4, 0.002
7952, 35.0, 35, 609.0, 16.7736, 4, 0.0029
7953, 35.0, 35, 617.0, 17.1006, 4, 0.002
7954, 34.0, 35, 608.0, 16.6666722, 4, 0.0033
7955, 35.0, 35, 611.0, 16.8796, 4, 0.002
7956, 35.0, 35, 615.0, 16.885, 4, 0.0037
7957, 35.0, 35, 609.0, 16.7736, 4, 0.0029
7958, 35.0, 35, 608.0, 16.7624, 4, 0.0025
7959, 35.0, 35, 606.0, 16.7607, 4, 0.0017
7960, 34.0, 35, 611.0, 16.7777832, 4, 0.0029
7961, 35.0, 35, 611.0, 16.9846, 4, 0.0023
7962, 34.0, 35, 607.0, 16.7777822, 4, 0.0012
7963, 35.0, 35, 610.0, 16.7674, 4, 0.0033
7964, 34.0, 35, 618.0, 17.1111173, 4, 0.0008
7965, 34.0, 35, 606.0, 16.6666712, 4, 0.0025
7966, 34.0, 35, 605.0, 16.6666722, 4, 0.0021
7967, 35.0, 35, 612.0, 16.8732, 4, 0.0025
7968, 32.0, 35, 612.0, 17.0000042, 4, 0.0
7969, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
7970, 35.0, 35, 610.0, 16.8718, 4, 0.0025
7971, 35.0, 35, 608.0, 16.8842, 4, 0.0008
7972, 35.0, 35, 616.0, 17.1072, 4, 0.0016
7973, 33.0, 35, 604.0, 16.6666712, 4, 0.0025
7974, 35.0, 35, 609.0, 16.878, 4, 0.0021
7975, 35.0, 35, 614.0, 16.9829, 4, 0.0024
7976, 35.0, 35, 609.0, 16.878, 4, 0.0021
7977, 33.0, 35, 601.0, 16.6666721, 4, 0.0006
7978, 35.0, 35, 611.0, 16.8796, 4, 0.002
7979, 35.0, 35, 617.0, 17.1006, 4, 0.0012
7980, 34.0, 35, 613.0, 16.7777832, 4, 0.0037
7981, 35.0, 35, 610.0, 16.7674, 4, 0.0033
7982, 35.0, 35, 609.0, 16.7736, 4, 0.0029
7983, 35.0, 35, 608.0, 16.7624, 4, 0.0025
7984, 35.0, 35, 614.0, 16.9829, 4, 0.0033
7985, 35.0, 35, 608.0, 16.7624, 4, 0.0025
7986, 35.0, 35, 611.0, 16.8796, 4, 0.002
7987, 34.0, 35, 614.0, 17.0000042, 4, 0.0008
7988, 34.0, 35, 614.0, 17.0000042, 4, 0.0008
7989, 35.0, 35, 608.0, 16.7624, 4, 0.0025
7990, 35.0, 35, 612.0, 16.9957, 4, 0.0025
7991, 35.0, 35, 610.0, 16.9936, 4, 0.0012
7992, 35.0, 35, 611.0, 16.9846, 4, 0.0023
7993, 34.0, 35, 611.0, 16.6666712, 4, 0.0045
7994, 35.0, 35, 615.0, 16.9906, 4, 0.0028
7995, 35.0, 35, 610.0, 16.9936, 4, 0.002
7996, 35.0, 35, 609.0, 16.7736, 4, 0.0029
7997, 33.0, 35, 608.0, 16.7777822, 4, 0.0025
7998, 33.0, 35, 604.0, 16.6666712, 4, 0.0025
7999, 35.0, 35, 612.0, 16.8732, 4, 0.0025
8000, 35.0, 35, 609.0, 16.878, 4, 0.0014
8001, 35.0, 35, 615.0, 17.0962, 4, 0.0006
8002, 35.0, 35, 614.0, 16.9829, 4, 0.0016
8003, 35.0, 35, 609.0, 16.878, 4, 0.0012
8004, 35.0, 35, 611.0, 16.9846, 4, 0.0023
8005, 34.0, 35, 613.0, 16.8888932, 4, 0.002
8006, 34.0, 35, 609.0, 16.6666712, 4, 0.0037
8007, 35.0, 35, 609.0, 16.9998, 4, 0.0018
8008, 34.0, 35, 605.0, 16.6666722, 4, 0.0023
8009, 35.0, 35, 611.0, 16.9846, 4, 0.0023
8010, 35.0, 35, 606.0, 16.7607, 4, 0.0021
8011, 35.0, 35, 612.0, 16.8732, 4, 0.0025
8012, 35.0, 35, 612.0, 16.9957, 4, 0.0016
8013, 33.0, 35, 617.0, 17.1111163, 4, 0.0006
8014, 35.0, 35, 609.0, 16.7736, 4, 0.0029
8015, 33.0, 35, 613.0, 17.0000052, 4, 0.0006
8016, 35.0, 35, 609.0, 16.7736, 4, 0.0029
8017, 35.0, 35, 615.0, 17.0962, 4, 0.0014
8018, 35.0, 35, 614.0, 16.9829, 4, 0.0024
8019, 35.0, 35, 606.0, 16.7607, 4, 0.0017
8020, 35.0, 35, 609.0, 16.878, 4, 0.0014
8021, 35.0, 35, 616.0, 17.1072, 4, 0.0008
8022, 35.0, 35, 612.0, 16.9957, 4, 0.0016
8023, 33.0, 35, 615.0, 17.0000043, 4, 0.0018
8024, 35.0, 35, 611.0, 16.9846, 4, 0.0023
8025, 34.0, 35, 602.0, 16.6666711, 4, 0.0008
8026, 35.0, 35, 606.0, 16.7607, 4, 0.0021
8027, 34.0, 35, 605.0, 16.6666722, 4, 0.0023
8028, 34.0, 35, 608.0, 16.6666722, 4, 0.0033
8029, 35.0, 35, 614.0, 16.9829, 4, 0.0033
8030, 35.0, 35, 610.0, 16.8718, 4, 0.0025
8031, 35.0, 35, 606.0, 16.7607, 4, 0.0021
8032, 35.0, 35, 608.0, 16.7624, 4, 0.0025
8033, 35.0, 35, 613.0, 17.0943, 4, 0.0018
8034, 35.0, 35, 608.0, 16.7624, 4, 0.0025
8035, 35.0, 35, 610.0, 16.8718, 4, 0.0016
8036, 34.0, 35, 607.0, 16.6666722, 4, 0.0035
8037, 35.0, 35, 609.0, 16.7736, 4, 0.0029
8038, 35.0, 35, 610.0, 16.8718, 4, 0.0025
8039, 35.0, 35, 613.0, 16.9893, 4, 0.0029
8040, 35.0, 35, 609.0, 16.7736, 4, 0.0029
8041, 34.0, 35, 610.0, 16.7777822, 4, 0.0029
8042, 35.0, 35, 612.0, 16.8732, 4, 0.0025
8043, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
8044, 34.0, 35, 611.0, 16.7777832, 4, 0.0029
8045, 34.0, 35, 609.0, 16.6666712, 4, 0.0037
8046, 35.0, 35, 610.0, 16.9936, 4, 0.0012
8047, 35.0, 35, 611.0, 16.9846, 4, 0.0023
8048, 35.0, 35, 608.0, 16.7624, 4, 0.0025
8049, 35.0, 35, 612.0, 16.9957, 4, 0.0016
8050, 35.0, 35, 611.0, 16.9846, 4, 0.0014
8051, 35.0, 35, 607.0, 16.772, 4, 0.0021
8052, 35.0, 35, 608.0, 16.7624, 4, 0.0025
8053, 35.0, 35, 611.0, 16.7746, 4, 0.0037
8054, 34.0, 35, 614.0, 17.0000042, 4, 0.0008
8055, 34.0, 35, 615.0, 17.0000043, 4, 0.0012
8056, 35.0, 35, 609.0, 16.878, 4, 0.0014
8057, 35.0, 35, 609.0, 16.9998, 4, 0.0018
8058, 35.0, 35, 614.0, 16.9829, 4, 0.0024
8059, 35.0, 35, 615.0, 17.0962, 4, 0.0006
8060, 35.0, 35, 613.0, 16.8843, 4, 0.0029
8061, 35.0, 35, 611.0, 16.9846, 4, 0.0006
8062, 35.0, 35, 608.0, 16.7624, 4, 0.0025
8063, 35.0, 35, 607.0, 16.772, 4, 0.0021
8064, 35.0, 35, 611.0, 16.8796, 4, 0.002
8065, 35.0, 35, 612.0, 16.8732, 4, 0.0025
8066, 35.0, 35, 609.0, 16.878, 4, 0.0012
8067, 34.0, 35, 611.0, 16.8888932, 4, 0.0012
8068, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
8069, 34.0, 35, 607.0, 16.6666722, 4, 0.0035
8070, 35.0, 35, 611.0, 16.9846, 4, 0.0014
8071, 34.0, 35, 609.0, 16.6666712, 4, 0.0037
8072, 35.0, 35, 609.0, 16.7736, 4, 0.0029
8073, 34.0, 35, 611.0, 16.7777832, 4, 0.0029
8074, 35.0, 35, 609.0, 16.7736, 4, 0.0029
8075, 35.0, 35, 611.0, 16.9846, 4, 0.0023
8076, 35.0, 35, 616.0, 17.1072, 4, 0.0008
8077, 35.0, 35, 618.0, 17.1084, 4, 0.0016
8078, 35.0, 35, 612.0, 16.9957, 4, 0.0025
8079, 35.0, 35, 609.0, 16.7736, 4, 0.0029
8080, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
8081, 35.0, 35, 615.0, 17.0962, 4, 0.0022
8082, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
8083, 34.0, 35, 612.0, 16.7777822, 4, 0.0033
8084, 35.0, 35, 613.0, 16.9893, 4, 0.0029
8085, 34.0, 35, 614.0, 17.0000042, 4, 0.0008
8086, 35.0, 35, 610.0, 16.8718, 4, 0.0016
8087, 35.0, 35, 611.0, 16.9846, 4, 0.0023
8088, 35.0, 35, 613.0, 16.9893, 4, 0.0012
8089, 35.0, 35, 612.0, 16.9957, 4, 0.0016
8090, 35.0, 35, 610.0, 16.8718, 4, 0.0016
8091, 35.0, 35, 615.0, 17.0962, 4, 0.0022
8092, 35.0, 35, 606.0, 16.7607, 4, 0.0017
8093, 35.0, 35, 617.0, 17.1006, 4, 0.0014
8094, 35.0, 35, 613.0, 16.9893, 4, 0.0012
8095, 34.0, 35, 609.0, 16.6666712, 4, 0.0037
8096, 35.0, 35, 606.0, 16.7607, 4, 0.0021
8097, 35.0, 35, 610.0, 16.8718, 4, 0.0016
8098, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
8099, 35.0, 35, 613.0, 17.0943, 4, 0.0027
8100, 34.0, 35, 608.0, 16.6666722, 4, 0.0033
8101, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
8102, 35.0, 35, 615.0, 17.0962, 4, 0.0014
8103, 35.0, 35, 606.0, 16.7607, 4, 0.0021
8104, 35.0, 35, 612.0, 16.7682, 4, 0.0041
8105, 35.0, 35, 615.0, 16.9906, 4, 0.0037
8106, 33.0, 35, 607.0, 16.7777822, 4, 0.0019
8107, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
8108, 35.0, 35, 611.0, 16.9846, 4, 0.0023
8109, 35.0, 35, 610.0, 16.7674, 4, 0.0033
8110, 35.0, 35, 611.0, 16.9846, 4, 0.0023
8111, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
8112, 34.0, 35, 607.0, 16.7777822, 4, 0.0012
8113, 35.0, 35, 608.0, 16.7624, 4, 0.0025
8114, 35.0, 35, 611.0, 16.9846, 4, 0.0006
8115, 34.0, 35, 607.0, 16.6666722, 4, 0.0029
8116, 35.0, 35, 615.0, 17.0962, 4, 0.0022
8117, 35.0, 35, 610.0, 16.8718, 4, 0.0025
8118, 35.0, 35, 615.0, 17.0962, 4, 0.0022
8119, 34.0, 35, 607.0, 16.6666722, 4, 0.0029
8120, 35.0, 35, 610.0, 16.8718, 4, 0.0025
8121, 35.0, 35, 613.0, 17.0943, 4, 0.0027
8122, 33.0, 35, 614.0, 17.0000042, 4, 0.0012
8123, 34.0, 35, 612.0, 16.7777822, 4, 0.0033
8124, 35.0, 35, 607.0, 16.772, 4, 0.0021
8125, 35.0, 35, 605.0, 16.7667, 4, 0.0014
8126, 34.0, 35, 610.0, 16.7777822, 4, 0.0029
8127, 35.0, 35, 611.0, 16.9846, 4, 0.0014
8128, 34.0, 35, 615.0, 17.0000043, 4, 0.0012
8129, 35.0, 35, 615.0, 16.9906, 4, 0.002
8130, 35.0, 35, 608.0, 16.7624, 4, 0.0025
8131, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
8132, 35.0, 35, 613.0, 16.9893, 4, 0.0014
8133, 35.0, 35, 610.0, 16.7674, 4, 0.0033
8134, 34.0, 35, 615.0, 17.0000043, 4, 0.0012
8135, 35.0, 35, 614.0, 16.9829, 4, 0.0016
8136, 35.0, 35, 614.0, 16.9829, 4, 0.0024
8137, 34.0, 35, 603.0, 16.6666722, 4, 0.0012
8138, 35.0, 35, 611.0, 16.8796, 4, 0.002
8139, 35.0, 35, 610.0, 16.9936, 4, 0.002
8140, 35.0, 35, 609.0, 16.7736, 4, 0.0029
8141, 35.0, 35, 610.0, 16.7674, 4, 0.0033
8142, 35.0, 35, 612.0, 16.8732, 4, 0.0025
8143, 34.0, 35, 612.0, 16.7777822, 4, 0.0033
8144, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
8145, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
8146, 35.0, 35, 613.0, 16.9893, 4, 0.002
8147, 35.0, 35, 606.0, 16.7607, 4, 0.0017
8148, 34.0, 35, 603.0, 16.6666722, 4, 0.0012
8149, 35.0, 35, 615.0, 17.0962, 4, 0.0014
8150, 35.0, 35, 617.0, 17.1006, 4, 0.0012
8151, 35.0, 35, 607.0, 16.8758, 4, 0.0014
8152, 34.0, 35, 610.0, 16.6666722, 4, 0.0041
8153, 35.0, 35, 613.0, 16.9893, 4, 0.0029
8154, 35.0, 35, 608.0, 16.7624, 4, 0.0025
8155, 35.0, 35, 612.0, 17.1007, 4, 0.0025
8156, 35.0, 35, 607.0, 16.8758, 4, 0.0014
8157, 35.0, 35, 614.0, 16.9829, 4, 0.0016
8158, 35.0, 35, 610.0, 16.9936, 4, 0.002
8159, 35.0, 35, 609.0, 16.878, 4, 0.0012
8160, 35.0, 35, 613.0, 17.0943, 4, 0.0018
8161, 35.0, 35, 612.0, 16.9957, 4, 0.0016
8162, 35.0, 35, 607.0, 16.772, 4, 0.0021
8163, 35.0, 35, 609.0, 16.7736, 4, 0.0029
8164, 34.0, 35, 619.0, 17.1111163, 4, 0.0012
8165, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
8166, 35.0, 35, 614.0, 17.1054, 4, 0.002
8167, 35.0, 35, 614.0, 17.1054, 4, 0.0029
8168, 35.0, 35, 609.0, 16.7736, 4, 0.0029
8169, 35.0, 35, 609.0, 16.878, 4, 0.0012
8170, 35.0, 35, 611.0, 16.9846, 4, 0.0023
8171, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
8172, 35.0, 35, 606.0, 16.7607, 4, 0.0021
8173, 34.0, 35, 616.0, 17.0000053, 4, 0.0016
8174, 35.0, 35, 615.0, 16.9906, 4, 0.002
8175, 35.0, 35, 608.0, 16.7624, 4, 0.0025
8176, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
8177, 35.0, 35, 612.0, 16.8732, 4, 0.0025
8178, 34.0, 35, 609.0, 16.6666712, 4, 0.0037
8179, 34.0, 35, 614.0, 17.0000042, 4, 0.0008
8180, 35.0, 35, 610.0, 16.7674, 4, 0.0033
8181, 35.0, 35, 618.0, 17.1084, 4, 0.0016
8182, 35.0, 35, 612.0, 16.9957, 4, 0.0016
8183, 35.0, 35, 611.0, 16.9846, 4, 0.0014
8184, 35.0, 35, 615.0, 16.9906, 4, 0.0028
8185, 35.0, 35, 611.0, 16.9846, 4, 0.0023
8186, 34.0, 35, 607.0, 16.6666722, 4, 0.0029
8187, 35.0, 35, 604.0, 16.7727, 4, 0.0008
8188, 35.0, 35, 614.0, 16.9829, 4, 0.0016
8189, 35.0, 35, 616.0, 17.1072, 4, 0.0024
8190, 34.0, 35, 603.0, 16.6666722, 4, 0.0012
8191, 35.0, 35, 609.0, 16.878, 4, 0.0014
8192, 35.0, 35, 614.0, 17.1054, 4, 0.0029
8193, 33.0, 35, 606.0, 16.7777832, 4, 0.0012
8194, 35.0, 35, 609.0, 16.7736, 4, 0.0029
8195, 33.0, 35, 601.0, 16.6666721, 4, 0.0006
8196, 34.0, 35, 615.0, 17.0000043, 4, 0.0012
8197, 34.0, 35, 602.0, 16.6666711, 4, 0.0008
8198, 32.0, 35, 612.0, 17.0000042, 4, 0.0
8199, 33.0, 35, 617.0, 17.1111163, 4, 0.0006
8200, 33.0, 35, 601.0, 16.6666721, 4, 0.0006
8201, 35.0, 35, 609.0, 16.7736, 4, 0.0029
8202, 35.0, 35, 612.0, 16.9957, 4, 0.0016
8203, 35.0, 35, 615.0, 17.0962, 4, 0.003
8204, 34.0, 35, 605.0, 16.6666722, 4, 0.0021
8205, 34.0, 35, 606.0, 16.6666712, 4, 0.0029
8206, 35.0, 35, 610.0, 16.7674, 4, 0.0033
8207, 35.0, 35, 613.0, 16.9893, 4, 0.0014
8208, 35.0, 35, 612.0, 16.9957, 4, 0.0016
8209, 35.0, 35, 612.0, 16.7682, 4, 0.0041
8210, 35.0, 35, 613.0, 16.9893, 4, 0.0029
8211, 34.0, 35, 616.0, 17.0000053, 4, 0.0016
8212, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
8213, 35.0, 35, 609.0, 16.7736, 4, 0.0029
8214, 35.0, 35, 617.0, 17.1006, 4, 0.0014
8215, 34.0, 35, 611.0, 16.7777832, 4, 0.0029
8216, 33.0, 35, 609.0, 16.7777832, 4, 0.0031
8217, 35.0, 35, 611.0, 16.9846, 4, 0.0014
8218, 35.0, 35, 613.0, 16.9893, 4, 0.0012
8219, 35.0, 35, 608.0, 16.7624, 4, 0.0025
8220, 34.0, 35, 608.0, 16.6666722, 4, 0.0033
8221, 35.0, 35, 609.0, 16.7736, 4, 0.0029
8222, 32.0, 35, 612.0, 17.0000042, 4, 0.0
8223, 35.0, 35, 609.0, 16.7736, 4, 0.0029
8224, 35.0, 35, 610.0, 16.8718, 4, 0.0016
8225, 34.0, 35, 604.0, 16.6666712, 4, 0.0017
8226, 35.0, 35, 615.0, 17.0962, 4, 0.0022
8227, 35.0, 35, 613.0, 16.9893, 4, 0.0014
8228, 35.0, 35, 612.0, 16.9957, 4, 0.0008
8229, 35.0, 35, 610.0, 16.8718, 4, 0.0016
8230, 35.0, 35, 609.0, 16.7736, 4, 0.0029
8231, 35.0, 35, 614.0, 16.9829, 4, 0.0016
8232, 35.0, 35, 617.0, 17.1006, 4, 0.0012
8233, 35.0, 35, 609.0, 16.7736, 4, 0.0029
8234, 35.0, 35, 617.0, 17.2062, 4, 0.0026
8235, 34.0, 35, 611.0, 16.7777832, 4, 0.0029
8236, 35.0, 35, 612.0, 16.9957, 4, 0.0016
8237, 35.0, 35, 611.0, 16.9846, 4, 0.0023
8238, 35.0, 35, 616.0, 17.1072, 4, 0.0008
8239, 35.0, 35, 610.0, 16.9936, 4, 0.002
8240, 35.0, 35, 608.0, 16.7624, 4, 0.0025
8241, 35.0, 35, 607.0, 16.772, 4, 0.0021
8242, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
8243, 35.0, 35, 611.0, 16.9846, 4, 0.0023
8244, 35.0, 35, 613.0, 16.9893, 4, 0.0012
8245, 35.0, 35, 611.0, 16.9846, 4, 0.0023
8246, 34.0, 35, 614.0, 17.0000042, 4, 0.0008
8247, 35.0, 35, 617.0, 17.1006, 4, 0.0028
8248, 35.0, 35, 611.0, 16.8796, 4, 0.002
8249, 34.0, 35, 609.0, 16.7777832, 4, 0.0023
8250, 35.0, 35, 614.0, 17.1054, 4, 0.002
8251, 34.0, 35, 608.0, 16.6666722, 4, 0.0033
8252, 35.0, 35, 617.0, 17.1006, 4, 0.0014
8253, 35.0, 35, 609.0, 16.878, 4, 0.0012
8254, 35.0, 35, 612.0, 16.9957, 4, 0.0025
8255, 35.0, 35, 609.0, 16.7736, 4, 0.0031
8256, 34.0, 35, 614.0, 17.0000042, 4, 0.0008
8257, 35.0, 35, 611.0, 16.8796, 4, 0.0029
8258, 35.0, 35, 615.0, 16.9906, 4, 0.0028
8259, 35.0, 35, 611.0, 16.8796, 4, 0.002
8260, 35.0, 35, 614.0, 16.9829, 4, 0.0024
8261, 35.0, 35, 606.0, 16.7607, 4, 0.0017
8262, 34.0, 35, 606.0, 16.6666712, 4, 0.0025
8263, 35.0, 35, 608.0, 16.8842, 4, 0.0016
8264, 35.0, 35, 613.0, 16.9893, 4, 0.0022
8265, 35.0, 35, 613.0, 17.0943, 4, 0.0018
8266, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
8267, 35.0, 35, 609.0, 16.878, 4, 0.0021
8268, 35.0, 35, 612.0, 16.9957, 4, 0.0016
8269, 34.0, 35, 607.0, 16.6666722, 4, 0.0029
8270, 35.0, 35, 609.0, 16.7736, 4, 0.0029
8271, 35.0, 35, 608.0, 16.7624, 4, 0.0025
8272, 35.0, 35, 611.0, 16.8796, 4, 0.002
8273, 35.0, 35, 612.0, 16.9957, 4, 0.0008
8274, 35.0, 35, 614.0, 17.1054, 4, 0.002
8275, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
8276, 35.0, 35, 613.0, 16.9893, 4, 0.0029
8277, 35.0, 35, 615.0, 17.0962, 4, 0.0022
8278, 35.0, 35, 604.0, 16.7727, 4, 0.0008
8279, 35.0, 35, 617.0, 16.995, 4, 0.0028
8280, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
8281, 34.0, 35, 608.0, 16.6666722, 4, 0.0033
8282, 35.0, 35, 610.0, 16.9936, 4, 0.002
8283, 35.0, 35, 614.0, 16.8779, 4, 0.0033
8284, 34.0, 35, 607.0, 16.7777822, 4, 0.0012
8285, 35.0, 35, 614.0, 17.1054, 4, 0.002
8286, 34.0, 35, 608.0, 16.6666722, 4, 0.0033
8287, 34.0, 35, 614.0, 17.0000042, 4, 0.0008
8288, 33.0, 35, 604.0, 16.6666712, 4, 0.0025
8289, 35.0, 35, 606.0, 16.7607, 4, 0.0017
8290, 35.0, 35, 611.0, 16.8796, 4, 0.0029
8291, 35.0, 35, 614.0, 17.1054, 4, 0.0029
8292, 35.0, 35, 611.0, 16.8796, 4, 0.002
8293, 35.0, 35, 611.0, 16.8796, 4, 0.002
8294, 35.0, 35, 615.0, 17.0962, 4, 0.0006
8295, 35.0, 35, 611.0, 16.9846, 4, 0.0023
8296, 34.0, 35, 602.0, 16.6666711, 4, 0.0008
8297, 35.0, 35, 608.0, 16.7624, 4, 0.0025
8298, 35.0, 35, 606.0, 16.7607, 4, 0.0017
8299, 35.0, 35, 610.0, 16.9936, 4, 0.002
8300, 35.0, 35, 615.0, 17.0962, 4, 0.0022
8301, 34.0, 35, 608.0, 16.6666722, 4, 0.0033
8302, 35.0, 35, 613.0, 16.9893, 4, 0.002
8303, 35.0, 35, 607.0, 16.772, 4, 0.0021
8304, 35.0, 35, 607.0, 16.8758, 4, 0.0014
8305, 35.0, 35, 614.0, 16.9829, 4, 0.0016
8306, 35.0, 35, 611.0, 16.9846, 4, 0.0014
8307, 35.0, 35, 609.0, 16.7736, 4, 0.0029
8308, 35.0, 35, 614.0, 17.1054, 4, 0.0029
8309, 35.0, 35, 611.0, 16.8796, 4, 0.0027
8310, 35.0, 35, 610.0, 16.7674, 4, 0.0033
8311, 35.0, 35, 614.0, 17.1054, 4, 0.002
8312, 35.0, 35, 614.0, 16.9829, 4, 0.0024
8313, 35.0, 35, 608.0, 16.7624, 4, 0.0025
8314, 35.0, 35, 615.0, 17.0962, 4, 0.003
8315, 35.0, 35, 610.0, 16.7674, 4, 0.0033
8316, 35.0, 35, 616.0, 17.1072, 4, 0.0008
8317, 34.0, 35, 609.0, 16.6666712, 4, 0.0037
8318, 35.0, 35, 613.0, 17.0943, 4, 0.0018
8319, 33.0, 35, 604.0, 16.6666712, 4, 0.0025
8320, 35.0, 35, 614.0, 17.1054, 4, 0.002
8321, 34.0, 35, 607.0, 16.7777822, 4, 0.0012
8322, 35.0, 35, 607.0, 16.772, 4, 0.0021
8323, 35.0, 35, 611.0, 16.9846, 4, 0.0023
8324, 34.0, 35, 606.0, 16.6666712, 4, 0.0029
8325, 35.0, 35, 613.0, 16.9893, 4, 0.002
8326, 35.0, 35, 615.0, 17.0962, 4, 0.0006
8327, 35.0, 35, 614.0, 17.1054, 4, 0.0029
8328, 34.0, 35, 606.0, 16.7777832, 4, 0.0008
8329, 35.0, 35, 610.0, 16.8718, 4, 0.0016
8330, 34.0, 35, 602.0, 16.6666711, 4, 0.0008
8331, 35.0, 35, 613.0, 16.9893, 4, 0.0014
8332, 35.0, 35, 607.0, 16.772, 4, 0.0021
8333, 34.0, 35, 609.0, 16.7777832, 4, 0.0023
8334, 35.0, 35, 610.0, 16.8718, 4, 0.0016
8335, 35.0, 35, 612.0, 16.8732, 4, 0.0025
8336, 35.0, 35, 614.0, 17.1054, 4, 0.002
